System,Atom,BE,N,Atoms
CH2O@CaH2,Ca,425.81,6,Ca_041;Ca_035;Ca_016;Ca_008;Ca_034;Ca_013
CH2O@CaH2,Ca,425.82,6,Ca_015;Ca_036;Ca_005;Ca_007;Ca_042;Ca_044
CH2O@CaH2,Ca,426.53,2,Ca_002;Ca_046
CH2O@CaH2,Ca,426.54,2,Ca_048;Ca_040
CH2O@CaH2,Ca,426.55,10,Ca_037;Ca_012;Ca_004;Ca_010;Ca_038;Ca_009;Ca_011;Ca_045;Ca_039;Ca_001
CH2O@CaH2,Ca,426.56,2,Ca_003;Ca_047
CH2O@CaH2,O,540.98,2,O_152;O_148
CH2O@CaH2,C,292.81,2,C_149;C_145
CH2O@CaO,Ca,425.10,16,Ca_053;Ca_006;Ca_050;Ca_049;Ca_051;Ca_002;Ca_046;Ca_003;Ca_004;Ca_009;Ca_048;Ca_047;Ca_005;Ca_007;Ca_008;Ca_052
CH2O@CaO,Ca,425.11,2,Ca_054;Ca_001
CH2O@CaO,Ca,425.21,11,Ca_029;Ca_027;Ca_026;Ca_035;Ca_023;Ca_031;Ca_022;Ca_033;Ca_032;Ca_020;Ca_024
CH2O@CaO,Ca,425.22,7,Ca_019;Ca_028;Ca_021;Ca_036;Ca_034;Ca_025;Ca_030
CH2O@CaO,Ca,425.75,5,Ca_041;Ca_017;Ca_014;Ca_038;Ca_011
CH2O@CaO,Ca,425.76,13,Ca_043;Ca_037;Ca_012;Ca_015;Ca_016;Ca_010;Ca_018;Ca_042;Ca_013;Ca_045;Ca_039;Ca_044;Ca_040
CH2O@CaO,O,538.38,8,O_072;O_068;O_092;O_094;O_091;O_071;O_095;O_069
CH2O@CaO,O,538.40,8,O_098;O_097;O_093;O_067;O_066;O_070;O_065;O_096
CH2O@CaO,O,538.41,2,O_099;O_064
CH2O@CaO,O,538.56,18,O_076;O_074;O_087;O_086;O_083;O_081;O_082;O_084;O_078;O_073;O_089;O_088;O_079;O_080;O_075;O_085;O_077;O_090
CH2O@CaO,O,538.65,10,O_105;O_103;O_060;O_101;O_056;O_104;O_059;O_107;O_062;O_058
CH2O@CaO,O,538.66,8,O_057;O_063;O_102;O_061;O_108;O_055;O_100;O_106
CH2O@CaO,O,540.95,2,O_112;O_116
CH2O@CaO,C,292.79,2,C_109;C_113
CH2O@CaO_OH2,Ca,425.62,17,Ca_029;Ca_027;Ca_026;Ca_019;Ca_028;Ca_035;Ca_023;Ca_021;Ca_036;Ca_031;Ca_022;Ca_033;Ca_032;Ca_034;Ca_020;Ca_024;Ca_030
CH2O@CaO_OH2,Ca,425.63,1,Ca_025
CH2O@CaO_OH2,Ca,425.65,18,Ca_053;Ca_006;Ca_050;Ca_049;Ca_051;Ca_002;Ca_046;Ca_003;Ca_004;Ca_009;Ca_048;Ca_047;Ca_005;Ca_007;Ca_008;Ca_052;Ca_054;Ca_001
CH2O@CaO_OH2,Ca,426.88,9,Ca_012;Ca_015;Ca_017;Ca_014;Ca_016;Ca_010;Ca_018;Ca_011;Ca_013
CH2O@CaO_OH2,Ca,426.89,9,Ca_043;Ca_037;Ca_041;Ca_038;Ca_042;Ca_045;Ca_039;Ca_044;Ca_040
CH2O@CaO_OH2,O,538.92,9,O_057;O_063;O_060;O_061;O_056;O_055;O_059;O_062;O_058
CH2O@CaO_OH2,O,538.93,9,O_105;O_103;O_102;O_108;O_101;O_104;O_100;O_107;O_106
CH2O@CaO_OH2,O,539.01,18,O_076;O_074;O_087;O_086;O_083;O_081;O_082;O_084;O_078;O_073;O_089;O_088;O_079;O_080;O_075;O_085;O_077;O_090
CH2O@CaO_OH2,O,540.89,2,O_072;O_095
CH2O@CaO_OH2,O,540.90,16,O_098;O_097;O_068;O_093;O_067;O_092;O_094;O_099;O_091;O_066;O_070;O_065;O_071;O_096;O_064;O_069
CH2O@CaO_OH2,O,541.00,2,O_166;O_170
CH2O@CaO_OH2,O,541.07,1,O_123
CH2O@CaO_OH2,O,541.08,4,O_122;O_121;O_120;O_126
CH2O@CaO_OH2,O,541.09,5,O_124;O_119;O_113;O_118;O_125
CH2O@CaO_OH2,O,541.10,4,O_112;O_110;O_114;O_116
CH2O@CaO_OH2,O,541.11,4,O_115;O_111;O_117;O_109
CH2O@CaO_OH2,C,292.87,2,C_167;C_163
CH4O@Ca,Ca,426.43,7,Ca_053;Ca_050;Ca_047;Ca_005;Ca_052;Ca_054;Ca_001
CH4O@Ca,Ca,426.44,11,Ca_006;Ca_049;Ca_051;Ca_002;Ca_046;Ca_003;Ca_004;Ca_009;Ca_048;Ca_007;Ca_008
CH4O@Ca,Ca,426.51,1,Ca_027
CH4O@Ca,Ca,426.52,17,Ca_029;Ca_026;Ca_019;Ca_028;Ca_035;Ca_023;Ca_021;Ca_036;Ca_031;Ca_022;Ca_033;Ca_032;Ca_034;Ca_020;Ca_024;Ca_025;Ca_030
CH4O@Ca,Ca,426.93,18,Ca_043;Ca_037;Ca_012;Ca_041;Ca_015;Ca_017;Ca_014;Ca_016;Ca_010;Ca_038;Ca_018;Ca_042;Ca_011;Ca_013;Ca_045;Ca_039;Ca_044;Ca_040
CH4O@Ca,O,544.38,2,O_060;O_066
CH4O@Ca,C,295.67,2,C_061;C_055
CH4O@CaH2,Ca,426.19,8,Ca_027;Ca_018;Ca_022;Ca_032;Ca_020;Ca_024;Ca_025;Ca_030
CH4O@CaH2,Ca,426.20,8,Ca_029;Ca_026;Ca_019;Ca_028;Ca_017;Ca_023;Ca_021;Ca_031
CH4O@CaH2,Ca,426.26,12,Ca_043;Ca_006;Ca_041;Ca_014;Ca_035;Ca_016;Ca_036;Ca_033;Ca_008;Ca_042;Ca_034;Ca_044
CH4O@CaH2,Ca,426.27,4,Ca_015;Ca_005;Ca_007;Ca_013
CH4O@CaH2,Ca,426.67,16,Ca_037;Ca_012;Ca_002;Ca_046;Ca_003;Ca_004;Ca_010;Ca_038;Ca_009;Ca_048;Ca_047;Ca_011;Ca_045;Ca_039;Ca_001;Ca_040
CH4O@CaH2,O,544.61,1,O_156
CH4O@CaH2,O,544.62,1,O_150
CH4O@CaH2,C,295.57,1,C_151
CH4O@CaH2,C,295.58,1,C_145
CH4O@CaO,Ca,425.79,18,Ca_053;Ca_006;Ca_050;Ca_049;Ca_051;Ca_002;Ca_046;Ca_003;Ca_004;Ca_009;Ca_048;Ca_047;Ca_005;Ca_007;Ca_008;Ca_052;Ca_054;Ca_001
CH4O@CaO,Ca,425.92,18,Ca_029;Ca_027;Ca_026;Ca_019;Ca_028;Ca_035;Ca_023;Ca_021;Ca_036;Ca_031;Ca_022;Ca_033;Ca_032;Ca_034;Ca_020;Ca_024;Ca_025;Ca_030
CH4O@CaO,Ca,426.36,14,Ca_041;Ca_015;Ca_017;Ca_014;Ca_016;Ca_010;Ca_038;Ca_042;Ca_011;Ca_013;Ca_045;Ca_039;Ca_044;Ca_040
CH4O@CaO,Ca,426.37,4,Ca_043;Ca_037;Ca_012;Ca_018
CH4O@CaO,O,539.01,8,O_072;O_068;O_092;O_094;O_091;O_071;O_095;O_069
CH4O@CaO,O,539.02,10,O_098;O_097;O_093;O_067;O_099;O_066;O_070;O_065;O_096;O_064
CH4O@CaO,O,539.31,18,O_076;O_074;O_087;O_086;O_083;O_081;O_082;O_084;O_078;O_073;O_089;O_088;O_079;O_080;O_075;O_085;O_077;O_090
CH4O@CaO,O,539.34,18,O_057;O_063;O_105;O_103;O_060;O_102;O_061;O_108;O_101;O_056;O_055;O_104;O_100;O_059;O_107;O_062;O_058;O_106
CH4O@CaO,O,544.61,2,O_120;O_114
CH4O@CaO,C,295.80,2,C_109;C_115
CH4O@CaO_OH2,Ca,425.75,9,Ca_029;Ca_028;Ca_035;Ca_036;Ca_031;Ca_033;Ca_032;Ca_034;Ca_030
CH4O@CaO_OH2,Ca,425.76,9,Ca_027;Ca_026;Ca_019;Ca_023;Ca_021;Ca_022;Ca_020;Ca_024;Ca_025
CH4O@CaO_OH2,Ca,425.85,18,Ca_053;Ca_006;Ca_050;Ca_049;Ca_051;Ca_002;Ca_046;Ca_003;Ca_004;Ca_009;Ca_048;Ca_047;Ca_005;Ca_007;Ca_008;Ca_052;Ca_054;Ca_001
CH4O@CaO_OH2,Ca,426.88,9,Ca_012;Ca_015;Ca_017;Ca_014;Ca_016;Ca_010;Ca_018;Ca_011;Ca_013
CH4O@CaO_OH2,Ca,426.89,9,Ca_043;Ca_037;Ca_041;Ca_038;Ca_042;Ca_045;Ca_039;Ca_044;Ca_040
CH4O@CaO_OH2,O,539.22,18,O_057;O_063;O_105;O_103;O_060;O_102;O_061;O_108;O_101;O_056;O_055;O_104;O_100;O_059;O_107;O_062;O_058;O_106
CH4O@CaO_OH2,O,539.27,18,O_076;O_074;O_087;O_086;O_083;O_081;O_082;O_084;O_078;O_073;O_089;O_088;O_079;O_080;O_075;O_085;O_077;O_090
CH4O@CaO_OH2,O,541.18,4,O_098;O_097;O_094;O_095
CH4O@CaO_OH2,O,541.19,14,O_072;O_068;O_093;O_067;O_092;O_099;O_091;O_066;O_070;O_065;O_071;O_096;O_064;O_069
CH4O@CaO_OH2,O,541.41,8,O_122;O_121;O_124;O_120;O_126;O_123;O_119;O_118
CH4O@CaO_OH2,O,541.42,5,O_115;O_112;O_113;O_125;O_116
CH4O@CaO_OH2,O,541.43,5,O_111;O_110;O_114;O_117;O_109
CH4O@CaO_OH2,O,544.66,2,O_174;O_168
CH4O@CaO_OH2,C,295.76,2,C_163;C_169
CO2@Ca,Ca,426.43,1,Ca_009
CO2@Ca,Ca,426.44,17,Ca_053;Ca_006;Ca_050;Ca_049;Ca_051;Ca_002;Ca_046;Ca_003;Ca_004;Ca_048;Ca_047;Ca_005;Ca_007;Ca_008;Ca_052;Ca_054;Ca_001
CO2@Ca,Ca,426.51,18,Ca_029;Ca_027;Ca_026;Ca_019;Ca_028;Ca_035;Ca_023;Ca_021;Ca_036;Ca_031;Ca_022;Ca_033;Ca_032;Ca_034;Ca_020;Ca_024;Ca_025;Ca_030
CO2@Ca,Ca,426.93,18,Ca_043;Ca_037;Ca_012;Ca_041;Ca_015;Ca_017;Ca_014;Ca_016;Ca_010;Ca_038;Ca_018;Ca_042;Ca_011;Ca_013;Ca_045;Ca_039;Ca_044;Ca_040
CO2@Ca,O,545.19,2,O_057;O_056
CO2@Ca,O,545.20,1,O_060
CO2@Ca,O,545.21,1,O_059
CO2@Ca,C,296.91,1,C_055
CO2@Ca,C,296.93,1,C_058
CO2@CaH2,Ca,426.19,1,Ca_030
CO2@CaH2,Ca,426.20,15,Ca_029;Ca_027;Ca_026;Ca_019;Ca_028;Ca_017;Ca_023;Ca_021;Ca_031;Ca_018;Ca_022;Ca_032;Ca_020;Ca_024;Ca_025
CO2@CaH2,Ca,426.26,16,Ca_043;Ca_006;Ca_041;Ca_015;Ca_014;Ca_035;Ca_016;Ca_036;Ca_033;Ca_005;Ca_007;Ca_008;Ca_042;Ca_034;Ca_013;Ca_044
CO2@CaH2,Ca,426.67,16,Ca_037;Ca_012;Ca_002;Ca_046;Ca_003;Ca_004;Ca_010;Ca_038;Ca_009;Ca_048;Ca_047;Ca_011;Ca_045;Ca_039;Ca_001;Ca_040
CO2@CaH2,O,545.21,4,O_147;O_146;O_150;O_149
CO2@CaH2,C,297.22,2,C_148;C_145
CO2@CaO,Ca,425.79,18,Ca_053;Ca_006;Ca_050;Ca_049;Ca_051;Ca_002;Ca_046;Ca_003;Ca_004;Ca_009;Ca_048;Ca_047;Ca_005;Ca_007;Ca_008;Ca_052;Ca_054;Ca_001
CO2@CaO,Ca,425.92,18,Ca_029;Ca_027;Ca_026;Ca_019;Ca_028;Ca_035;Ca_023;Ca_021;Ca_036;Ca_031;Ca_022;Ca_033;Ca_032;Ca_034;Ca_020;Ca_024;Ca_025;Ca_030
CO2@CaO,Ca,426.37,18,Ca_043;Ca_037;Ca_012;Ca_041;Ca_015;Ca_017;Ca_014;Ca_016;Ca_010;Ca_038;Ca_018;Ca_042;Ca_011;Ca_013;Ca_045;Ca_039;Ca_044;Ca_040
CO2@CaO,O,539.02,16,O_098;O_097;O_072;O_068;O_093;O_067;O_092;O_094;O_091;O_066;O_070;O_065;O_071;O_096;O_095;O_069
CO2@CaO,O,539.03,2,O_099;O_064
CO2@CaO,O,539.32,18,O_076;O_074;O_087;O_086;O_083;O_081;O_082;O_084;O_078;O_073;O_089;O_088;O_079;O_080;O_075;O_085;O_077;O_090
CO2@CaO,O,539.34,10,O_105;O_103;O_060;O_101;O_056;O_104;O_059;O_107;O_062;O_058
CO2@CaO,O,539.35,8,O_057;O_063;O_102;O_061;O_108;O_055;O_100;O_106
CO2@CaO,O,545.21,4,O_111;O_110;O_113;O_114
CO2@CaO,C,297.15,2,C_109;C_112
CO2@CaO_OH2,Ca,425.75,9,Ca_029;Ca_028;Ca_035;Ca_036;Ca_031;Ca_033;Ca_032;Ca_034;Ca_030
CO2@CaO_OH2,Ca,425.76,9,Ca_027;Ca_026;Ca_019;Ca_023;Ca_021;Ca_022;Ca_020;Ca_024;Ca_025
CO2@CaO_OH2,Ca,425.85,18,Ca_053;Ca_006;Ca_050;Ca_049;Ca_051;Ca_002;Ca_046;Ca_003;Ca_004;Ca_009;Ca_048;Ca_047;Ca_005;Ca_007;Ca_008;Ca_052;Ca_054;Ca_001
CO2@CaO_OH2,Ca,426.88,9,Ca_012;Ca_015;Ca_017;Ca_014;Ca_016;Ca_010;Ca_018;Ca_011;Ca_013
CO2@CaO_OH2,Ca,426.89,9,Ca_043;Ca_037;Ca_041;Ca_038;Ca_042;Ca_045;Ca_039;Ca_044;Ca_040
CO2@CaO_OH2,O,539.22,18,O_057;O_063;O_105;O_103;O_060;O_102;O_061;O_108;O_101;O_056;O_055;O_104;O_100;O_059;O_107;O_062;O_058;O_106
CO2@CaO_OH2,O,539.27,18,O_076;O_074;O_087;O_086;O_083;O_081;O_082;O_084;O_078;O_073;O_089;O_088;O_079;O_080;O_075;O_085;O_077;O_090
CO2@CaO_OH2,O,541.18,1,O_095
CO2@CaO_OH2,O,541.19,17,O_098;O_097;O_072;O_068;O_093;O_067;O_092;O_094;O_099;O_091;O_066;O_070;O_065;O_071;O_096;O_064;O_069
CO2@CaO_OH2,O,541.41,7,O_122;O_121;O_120;O_126;O_123;O_119;O_125
CO2@CaO_OH2,O,541.42,3,O_124;O_113;O_118
CO2@CaO_OH2,O,541.43,8,O_115;O_112;O_111;O_110;O_114;O_117;O_109;O_116
CO2@CaO_OH2,O,545.21,4,O_167;O_164;O_165;O_168
CO2@CaO_OH2,C,297.26,2,C_163;C_166
THF@CaH2,Ca,426.19,7,Ca_027;Ca_018;Ca_022;Ca_032;Ca_024;Ca_025;Ca_030
THF@CaH2,Ca,426.20,9,Ca_029;Ca_026;Ca_019;Ca_028;Ca_017;Ca_023;Ca_021;Ca_031;Ca_020
THF@CaH2,Ca,426.26,13,Ca_043;Ca_006;Ca_041;Ca_014;Ca_035;Ca_016;Ca_033;Ca_005;Ca_007;Ca_008;Ca_034;Ca_013;Ca_044
THF@CaH2,Ca,426.27,3,Ca_015;Ca_036;Ca_042
THF@CaH2,Ca,426.67,16,Ca_037;Ca_012;Ca_002;Ca_046;Ca_003;Ca_004;Ca_010;Ca_038;Ca_009;Ca_048;Ca_047;Ca_011;Ca_045;Ca_039;Ca_001;Ca_040
THF@CaH2,C,294.24,2,C_147;C_160
THF@CaH2,C,294.26,2,C_158;C_145
THF@CaH2,C,295.35,4,C_159;C_161;C_148;C_146
THF@CaH2,O,544.23,2,O_149;O_162
THF@CaO_OH2,Ca,426.02,36,Ca_029;Ca_053;Ca_006;Ca_050;Ca_027;Ca_026;Ca_019;Ca_049;Ca_051;Ca_028;Ca_002;Ca_035;Ca_023;Ca_021;Ca_036;Ca_046;Ca_003;Ca_004;Ca_031;Ca_009;Ca_048;Ca_022;Ca_033;Ca_047;Ca_005;Ca_007;Ca_008;Ca_032;Ca_052;Ca_034;Ca_020;Ca_024;Ca_025;Ca_054;Ca_001;Ca_030
THF@CaO_OH2,Ca,426.93,11,Ca_012;Ca_015;Ca_017;Ca_014;Ca_016;Ca_010;Ca_038;Ca_018;Ca_011;Ca_013;Ca_039
THF@CaO_OH2,Ca,426.94,7,Ca_043;Ca_037;Ca_041;Ca_042;Ca_045;Ca_044;Ca_040
THF@CaO_OH2,O,539.38,18,O_057;O_063;O_105;O_103;O_060;O_102;O_061;O_108;O_101;O_056;O_055;O_104;O_100;O_059;O_107;O_062;O_058;O_106
THF@CaO_OH2,O,539.54,18,O_076;O_074;O_087;O_086;O_083;O_081;O_082;O_084;O_078;O_073;O_089;O_088;O_079;O_080;O_075;O_085;O_077;O_090
THF@CaO_OH2,O,541.23,2,O_092;O_095
THF@CaO_OH2,O,541.24,16,O_098;O_097;O_072;O_068;O_093;O_067;O_094;O_099;O_091;O_066;O_070;O_065;O_071;O_096;O_064;O_069
THF@CaO_OH2,O,541.40,4,O_122;O_121;O_126;O_123
THF@CaO_OH2,O,541.41,6,O_124;O_120;O_119;O_113;O_118;O_125
THF@CaO_OH2,O,541.42,8,O_115;O_112;O_111;O_110;O_114;O_117;O_109;O_116
THF@CaO_OH2,O,544.26,2,O_167;O_180
THF@CaO_OH2,C,293.95,2,C_176;C_163
THF@CaO_OH2,C,294.38,2,C_165;C_178
THF@CaO_OH2,C,295.29,2,C_177;C_164
THF@CaO_OH2,C,295.48,2,C_166;C_179
THF@CaO,Ca,425.79,18,Ca_053;Ca_006;Ca_050;Ca_049;Ca_051;Ca_002;Ca_046;Ca_003;Ca_004;Ca_009;Ca_048;Ca_047;Ca_005;Ca_007;Ca_008;Ca_052;Ca_054;Ca_001
THF@CaO,Ca,425.92,18,Ca_029;Ca_027;Ca_026;Ca_019;Ca_028;Ca_035;Ca_023;Ca_021;Ca_036;Ca_031;Ca_022;Ca_033;Ca_032;Ca_034;Ca_020;Ca_024;Ca_025;Ca_030
THF@CaO,Ca,426.36,18,Ca_043;Ca_037;Ca_012;Ca_041;Ca_015;Ca_017;Ca_014;Ca_016;Ca_010;Ca_038;Ca_018;Ca_042;Ca_011;Ca_013;Ca_045;Ca_039;Ca_044;Ca_040
THF@CaO,O,539.01,8,O_072;O_068;O_092;O_094;O_091;O_071;O_095;O_069
THF@CaO,O,539.02,10,O_098;O_097;O_093;O_067;O_099;O_066;O_070;O_065;O_096;O_064
THF@CaO,O,539.31,18,O_076;O_074;O_087;O_086;O_083;O_081;O_082;O_084;O_078;O_073;O_089;O_088;O_079;O_080;O_075;O_085;O_077;O_090
THF@CaO,O,539.34,18,O_057;O_063;O_105;O_103;O_060;O_102;O_061;O_108;O_101;O_056;O_055;O_104;O_100;O_059;O_107;O_062;O_058;O_106
THF@CaO,O,544.41,2,O_126;O_113
THF@CaO,C,294.06,2,C_109;C_122
THF@CaO,C,294.49,2,C_124;C_111
THF@CaO,C,295.43,2,C_110;C_123
THF@CaO,C,295.62,2,C_125;C_112
THF@Ca,Ca,426.43,3,Ca_050;Ca_003;Ca_001
THF@Ca,Ca,426.44,15,Ca_053;Ca_006;Ca_049;Ca_051;Ca_002;Ca_046;Ca_004;Ca_009;Ca_048;Ca_047;Ca_005;Ca_007;Ca_008;Ca_052;Ca_054
THF@Ca,Ca,426.51,18,Ca_029;Ca_027;Ca_026;Ca_019;Ca_028;Ca_035;Ca_023;Ca_021;Ca_036;Ca_031;Ca_022;Ca_033;Ca_032;Ca_034;Ca_020;Ca_024;Ca_025;Ca_030
THF@Ca,Ca,426.93,18,Ca_043;Ca_037;Ca_012;Ca_041;Ca_015;Ca_017;Ca_014;Ca_016;Ca_010;Ca_038;Ca_018;Ca_042;Ca_011;Ca_013;Ca_045;Ca_039;Ca_044;Ca_040
THF@Ca,C,294.26,2,C_068;C_055
THF@Ca,C,294.57,2,C_057;C_070
THF@Ca,C,295.60,2,C_069;C_056
THF@Ca,C,295.73,2,C_071;C_058
THF@Ca,O,544.60,2,O_072;O_059
THFn@CaH2,Ca,426.19,13,Ca_029;Ca_026;Ca_019;Ca_028;Ca_017;Ca_023;Ca_021;Ca_031;Ca_018;Ca_022;Ca_020;Ca_025;Ca_030
THFn@CaH2,Ca,426.20,3,Ca_027;Ca_032;Ca_024
THFn@CaH2,Ca,426.26,16,Ca_043;Ca_006;Ca_041;Ca_015;Ca_014;Ca_035;Ca_016;Ca_036;Ca_033;Ca_005;Ca_007;Ca_008;Ca_042;Ca_034;Ca_013;Ca_044
THFn@CaH2,Ca,426.67,16,Ca_037;Ca_012;Ca_002;Ca_046;Ca_003;Ca_004;Ca_010;Ca_038;Ca_009;Ca_048;Ca_047;Ca_011;Ca_045;Ca_039;Ca_001;Ca_040
THFn@CaH2,O,544.07,2,O_151;O_180
THFn@CaH2,O,544.34,3,O_191;O_162;O_177
THFn@CaH2,O,544.35,1,O_148
THFn@CaH2,C,293.75,2,C_193;C_164
THFn@CaH2,C,293.76,2,C_175;C_146
THFn@CaH2,C,293.95,1,C_182
THFn@CaH2,C,293.96,3,C_167;C_153;C_196
THFn@CaH2,C,295.04,2,C_174;C_145
THFn@CaH2,C,295.05,1,C_190
THFn@CaH2,C,295.06,1,C_161
THFn@CaH2,C,295.33,2,C_199;C_170
THFn@CaH2,C,295.34,2,C_156;C_185
THFn@CaO_OH2,Ca,425.86,18,Ca_029;Ca_027;Ca_026;Ca_019;Ca_028;Ca_035;Ca_023;Ca_021;Ca_036;Ca_031;Ca_022;Ca_033;Ca_032;Ca_034;Ca_020;Ca_024;Ca_025;Ca_030
THFn@CaO_OH2,Ca,425.87,18,Ca_053;Ca_006;Ca_050;Ca_049;Ca_051;Ca_002;Ca_046;Ca_003;Ca_004;Ca_009;Ca_048;Ca_047;Ca_005;Ca_007;Ca_008;Ca_052;Ca_054;Ca_001
THFn@CaO_OH2,Ca,426.87,9,Ca_012;Ca_015;Ca_017;Ca_014;Ca_016;Ca_010;Ca_018;Ca_011;Ca_013
THFn@CaO_OH2,Ca,426.88,9,Ca_043;Ca_037;Ca_041;Ca_038;Ca_042;Ca_045;Ca_039;Ca_044;Ca_040
THFn@CaO_OH2,O,539.23,18,O_057;O_063;O_105;O_103;O_060;O_102;O_061;O_108;O_101;O_056;O_055;O_104;O_100;O_059;O_107;O_062;O_058;O_106
THFn@CaO_OH2,O,539.37,18,O_076;O_074;O_087;O_086;O_083;O_081;O_082;O_084;O_078;O_073;O_089;O_088;O_079;O_080;O_075;O_085;O_077;O_090
THFn@CaO_OH2,O,541.17,8,O_098;O_097;O_093;O_092;O_094;O_099;O_091;O_096
THFn@CaO_OH2,O,541.18,10,O_072;O_068;O_067;O_066;O_070;O_065;O_071;O_064;O_095;O_069
THFn@CaO_OH2,O,541.38,8,O_122;O_121;O_124;O_120;O_126;O_123;O_119;O_118
THFn@CaO_OH2,O,541.39,7,O_115;O_112;O_113;O_125;O_117;O_109;O_116
THFn@CaO_OH2,O,541.40,3,O_111;O_110;O_114
THFn@CaO_OH2,O,544.08,2,O_198;O_169
THFn@CaO_OH2,O,544.13,2,O_166;O_195
THFn@CaO_OH2,O,544.15,2,O_209;O_180
THFn@CaO_OH2,C,293.72,2,C_211;C_182
THFn@CaO_OH2,C,293.75,2,C_193;C_164
THFn@CaO_OH2,C,293.95,2,C_171;C_200
THFn@CaO_OH2,C,293.97,2,C_214;C_185
THFn@CaO_OH2,C,295.05,1,C_192
THFn@CaO_OH2,C,295.06,1,C_163
THFn@CaO_OH2,C,295.07,2,C_179;C_208
THFn@CaO_OH2,C,295.29,3,C_174;C_203;C_188
THFn@CaO_OH2,C,295.32,1,C_217
THFn@CaO,Ca,425.67,4,Ca_051;Ca_003;Ca_004;Ca_052
THFn@CaO,Ca,425.68,14,Ca_053;Ca_006;Ca_050;Ca_049;Ca_002;Ca_046;Ca_009;Ca_048;Ca_047;Ca_005;Ca_007;Ca_008;Ca_054;Ca_001
THFn@CaO,Ca,425.83,18,Ca_029;Ca_027;Ca_026;Ca_019;Ca_028;Ca_035;Ca_023;Ca_021;Ca_036;Ca_031;Ca_022;Ca_033;Ca_032;Ca_034;Ca_020;Ca_024;Ca_025;Ca_030
THFn@CaO,Ca,426.27,12,Ca_043;Ca_037;Ca_012;Ca_041;Ca_015;Ca_014;Ca_010;Ca_018;Ca_011;Ca_045;Ca_044;Ca_040
THFn@CaO,Ca,426.28,6,Ca_017;Ca_016;Ca_038;Ca_042;Ca_013;Ca_039
THFn@CaO,O,538.91,8,O_097;O_067;O_094;O_099;O_066;O_096;O_064;O_069
THFn@CaO,O,538.92,8,O_098;O_072;O_068;O_093;O_091;O_070;O_065;O_095
THFn@CaO,O,538.93,2,O_092;O_071
THFn@CaO,O,539.18,18,O_076;O_074;O_087;O_086;O_083;O_081;O_082;O_084;O_078;O_073;O_089;O_088;O_079;O_080;O_075;O_085;O_077;O_090
THFn@CaO,O,539.23,16,O_057;O_063;O_105;O_060;O_102;O_061;O_108;O_101;O_055;O_104;O_100;O_059;O_107;O_062;O_058;O_106
THFn@CaO,O,539.25,2,O_103;O_056
THFn@CaO,O,544.10,2,O_112;O_141
THFn@CaO,O,544.12,2,O_155;O_126
THFn@CaO,O,544.21,2,O_115;O_144
THFn@CaO,C,293.88,2,C_110;C_139
THFn@CaO,C,293.90,2,C_157;C_128
THFn@CaO,C,294.07,2,C_117;C_146
THFn@CaO,C,294.09,2,C_131;C_160
THFn@CaO,C,295.17,2,C_109;C_138
THFn@CaO,C,295.18,2,C_125;C_154
THFn@CaO,C,295.34,2,C_120;C_149
THFn@CaO,C,295.36,2,C_163;C_134
THFn@Ca,C,294.02,2,C_085;C_056
THFn@Ca,C,294.06,2,C_074;C_103
THFn@Ca,C,294.18,2,C_092;C_063
THFn@Ca,C,294.21,2,C_077;C_106
THFn@Ca,C,295.23,2,C_084;C_055
THFn@Ca,C,295.24,2,C_071;C_100
THFn@Ca,C,295.50,2,C_066;C_095
THFn@Ca,C,295.52,1,C_109
THFn@Ca,C,295.53,1,C_080
THFn@Ca,Ca,426.43,4,Ca_051;Ca_046;Ca_004;Ca_005
THFn@Ca,Ca,426.44,14,Ca_053;Ca_006;Ca_050;Ca_049;Ca_002;Ca_003;Ca_009;Ca_048;Ca_047;Ca_007;Ca_008;Ca_052;Ca_054;Ca_001
THFn@Ca,Ca,426.51,12,Ca_029;Ca_026;Ca_028;Ca_035;Ca_021;Ca_036;Ca_033;Ca_032;Ca_020;Ca_024;Ca_025;Ca_030
THFn@Ca,Ca,426.52,6,Ca_027;Ca_019;Ca_023;Ca_031;Ca_022;Ca_034
THFn@Ca,Ca,426.93,18,Ca_043;Ca_037;Ca_012;Ca_041;Ca_015;Ca_017;Ca_014;Ca_016;Ca_010;Ca_038;Ca_018;Ca_042;Ca_011;Ca_013;Ca_045;Ca_039;Ca_044;Ca_040
THFn@Ca,O,544.18,2,O_087;O_058
THFn@Ca,O,544.20,2,O_072;O_101
THFn@Ca,O,544.30,2,O_061;O_090
