System,Atom,BE,N,Atoms
C2H4@Ca,Ca,426.47,8,Ca_053;Ca_050;Ca_051;Ca_003;Ca_009;Ca_007;Ca_054;Ca_001
C2H4@Ca,Ca,426.48,10,Ca_006;Ca_049;Ca_002;Ca_046;Ca_004;Ca_048;Ca_047;Ca_005;Ca_008;Ca_052
C2H4@Ca,Ca,426.54,14,Ca_029;Ca_026;Ca_019;Ca_035;Ca_021;Ca_031;Ca_022;Ca_033;Ca_032;Ca_034;Ca_020;Ca_024;Ca_025;Ca_030
C2H4@Ca,Ca,426.55,4,Ca_027;Ca_028;Ca_023;Ca_036
C2H4@Ca,Ca,426.73,2,Ca_018;Ca_045
C2H4@Ca,Ca,426.92,6,Ca_012;Ca_015;Ca_016;Ca_042;Ca_039;Ca_044
C2H4@Ca,Ca,426.93,6,Ca_043;Ca_037;Ca_041;Ca_017;Ca_014;Ca_010
C2H4@Ca,Ca,426.94,4,Ca_038;Ca_011;Ca_013;Ca_040
C2H4@Ca,C,291.46,2,C_058;C_056
C2H4@Ca,C,291.47,2,C_057;C_055
C2H4@CaH2,Ca,426.09,2,Ca_022;Ca_024
C2H4@CaH2,Ca,426.10,1,Ca_030
C2H4@CaH2,Ca,426.11,3,Ca_041;Ca_018;Ca_032
C2H4@CaH2,Ca,426.12,2,Ca_021;Ca_033
C2H4@CaH2,Ca,426.13,5,Ca_029;Ca_014;Ca_023;Ca_008;Ca_034
C2H4@CaH2,Ca,426.14,3,Ca_026;Ca_028;Ca_031
C2H4@CaH2,Ca,426.15,2,Ca_043;Ca_020
C2H4@CaH2,Ca,426.16,1,Ca_027
C2H4@CaH2,Ca,426.18,4,Ca_006;Ca_019;Ca_017;Ca_025
C2H4@CaH2,Ca,426.19,1,Ca_013
C2H4@CaH2,Ca,426.20,2,Ca_036;Ca_042
C2H4@CaH2,Ca,426.21,1,Ca_044
C2H4@CaH2,Ca,426.22,1,Ca_035
C2H4@CaH2,Ca,426.26,1,Ca_005
C2H4@CaH2,Ca,426.27,2,Ca_015;Ca_016
C2H4@CaH2,Ca,426.28,1,Ca_007
C2H4@CaH2,Ca,426.35,1,Ca_002
C2H4@CaH2,Ca,426.42,1,Ca_046
C2H4@CaH2,Ca,426.63,1,Ca_038
C2H4@CaH2,Ca,426.65,2,Ca_010;Ca_040
C2H4@CaH2,Ca,426.66,1,Ca_011
C2H4@CaH2,Ca,426.67,4,Ca_037;Ca_012;Ca_048;Ca_039
C2H4@CaH2,Ca,426.68,5,Ca_003;Ca_004;Ca_009;Ca_047;Ca_045
C2H4@CaH2,Ca,426.69,1,Ca_001
C2H4@CaH2,C,292.03,1,C_154
C2H4@CaH2,C,292.04,1,C_156
C2H4@CaH2,C,292.06,1,C_153
C2H4@CaH2,C,292.08,1,C_155
C2H4@CaO,Ca,425.67,2,Ca_009;Ca_054
C2H4@CaO,Ca,425.68,2,Ca_053;Ca_007
C2H4@CaO,Ca,425.69,2,Ca_051;Ca_003
C2H4@CaO,Ca,425.70,2,Ca_050;Ca_001
C2H4@CaO,Ca,425.73,10,Ca_006;Ca_049;Ca_002;Ca_046;Ca_004;Ca_048;Ca_047;Ca_005;Ca_008;Ca_052
C2H4@CaO,Ca,425.85,2,Ca_027;Ca_036
C2H4@CaO,Ca,425.87,14,Ca_029;Ca_026;Ca_019;Ca_035;Ca_021;Ca_031;Ca_022;Ca_033;Ca_032;Ca_034;Ca_020;Ca_024;Ca_025;Ca_030
C2H4@CaO,Ca,425.88,2,Ca_028;Ca_023
C2H4@CaO,Ca,426.10,2,Ca_018;Ca_045
C2H4@CaO,Ca,426.26,2,Ca_015;Ca_039
C2H4@CaO,Ca,426.29,6,Ca_012;Ca_016;Ca_038;Ca_042;Ca_013;Ca_044
C2H4@CaO,Ca,426.30,4,Ca_043;Ca_037;Ca_017;Ca_014
C2H4@CaO,Ca,426.32,4,Ca_041;Ca_010;Ca_011;Ca_040
C2H4@CaO,O,538.81,2,O_072;O_099
C2H4@CaO,O,538.82,2,O_098;O_070
C2H4@CaO,O,538.85,1,O_066
C2H4@CaO,O,538.86,1,O_096
C2H4@CaO,O,538.87,2,O_064;O_095
C2H4@CaO,O,538.96,4,O_097;O_067;O_092;O_071
C2H4@CaO,O,538.97,2,O_093;O_069
C2H4@CaO,O,538.98,2,O_094;O_065
C2H4@CaO,O,538.99,2,O_068;O_091
C2H4@CaO,O,539.18,2,O_063;O_108
C2H4@CaO,O,539.20,4,O_081;O_088;O_080;O_090
C2H4@CaO,O,539.21,4,O_082;O_084;O_078;O_077
C2H4@CaO,O,539.22,10,O_076;O_074;O_087;O_086;O_083;O_073;O_089;O_079;O_075;O_085
C2H4@CaO,O,539.24,10,O_057;O_105;O_060;O_102;O_061;O_101;O_107;O_062;O_058;O_106
C2H4@CaO,O,539.25,6,O_103;O_056;O_055;O_104;O_100;O_059
C2H4@CaO,C,292.19,2,C_109;C_111
C2H4@CaO,C,292.22,2,C_110;C_112
C2H4@CaO_OH2,Ca,425.75,9,Ca_029;Ca_027;Ca_026;Ca_035;Ca_023;Ca_021;Ca_022;Ca_024;Ca_030
C2H4@CaO_OH2,Ca,425.76,9,Ca_019;Ca_028;Ca_036;Ca_031;Ca_033;Ca_032;Ca_034;Ca_020;Ca_025
C2H4@CaO_OH2,Ca,425.83,2,Ca_053;Ca_003
C2H4@CaO_OH2,Ca,425.84,2,Ca_050;Ca_047
C2H4@CaO_OH2,Ca,425.85,8,Ca_049;Ca_051;Ca_002;Ca_046;Ca_009;Ca_048;Ca_052;Ca_054
C2H4@CaO_OH2,Ca,425.86,6,Ca_006;Ca_004;Ca_005;Ca_007;Ca_008;Ca_001
C2H4@CaO_OH2,Ca,426.85,2,Ca_014;Ca_039
C2H4@CaO_OH2,Ca,426.86,1,Ca_015
C2H4@CaO_OH2,Ca,426.87,3,Ca_038;Ca_042;Ca_045
C2H4@CaO_OH2,Ca,426.88,2,Ca_011;Ca_044
C2H4@CaO_OH2,Ca,426.89,5,Ca_043;Ca_037;Ca_041;Ca_010;Ca_040
C2H4@CaO_OH2,Ca,426.90,4,Ca_012;Ca_017;Ca_016;Ca_018
C2H4@CaO_OH2,Ca,426.91,1,Ca_013
C2H4@CaO_OH2,O,539.21,6,O_057;O_105;O_102;O_108;O_104;O_107
C2H4@CaO_OH2,O,539.22,10,O_063;O_103;O_060;O_101;O_056;O_100;O_059;O_062;O_058;O_106
C2H4@CaO_OH2,O,539.23,2,O_061;O_055
C2H4@CaO_OH2,O,539.26,1,O_080
C2H4@CaO_OH2,O,539.27,17,O_076;O_074;O_087;O_086;O_083;O_081;O_082;O_084;O_078;O_073;O_089;O_088;O_079;O_075;O_085;O_077;O_090
C2H4@CaO_OH2,O,541.04,1,O_123
C2H4@CaO_OH2,O,541.08,1,O_095
C2H4@CaO_OH2,O,541.10,1,O_098
C2H4@CaO_OH2,O,541.15,1,O_066
C2H4@CaO_OH2,O,541.16,1,O_113
C2H4@CaO_OH2,O,541.18,2,O_096;O_069
C2H4@CaO_OH2,O,541.19,5,O_068;O_093;O_092;O_099;O_071
C2H4@CaO_OH2,O,541.20,2,O_072;O_065
C2H4@CaO_OH2,O,541.21,5,O_067;O_094;O_091;O_070;O_064
C2H4@CaO_OH2,O,541.22,1,O_097
C2H4@CaO_OH2,O,541.29,1,O_120
C2H4@CaO_OH2,O,541.39,2,O_115;O_110
C2H4@CaO_OH2,O,541.40,4,O_121;O_112;O_114;O_109
C2H4@CaO_OH2,O,541.41,5,O_122;O_111;O_119;O_118;O_117
C2H4@CaO_OH2,O,541.42,3,O_124;O_125;O_116
C2H4@CaO_OH2,O,541.43,1,O_126
C2H4@CaO_OH2,C,292.27,2,C_171;C_173
C2H4@CaO_OH2,C,292.28,1,C_172
C2H4@CaO_OH2,C,292.31,1,C_174
C2H4O@Ca,Ca,426.45,4,Ca_049;Ca_051;Ca_002;Ca_001
C2H4O@Ca,Ca,426.46,2,Ca_003;Ca_005
C2H4O@Ca,Ca,426.47,3,Ca_046;Ca_008;Ca_052
C2H4O@Ca,Ca,426.48,1,Ca_048
C2H4O@Ca,Ca,426.49,2,Ca_053;Ca_006
C2H4O@Ca,Ca,426.50,4,Ca_004;Ca_009;Ca_047;Ca_007
C2H4O@Ca,Ca,426.51,1,Ca_054
C2H4O@Ca,Ca,426.53,1,Ca_028
C2H4O@Ca,Ca,426.54,11,Ca_029;Ca_027;Ca_026;Ca_035;Ca_023;Ca_036;Ca_022;Ca_034;Ca_024;Ca_025;Ca_030
C2H4O@Ca,Ca,426.55,1,Ca_021
C2H4O@Ca,Ca,426.56,6,Ca_050;Ca_019;Ca_031;Ca_033;Ca_032;Ca_020
C2H4O@Ca,Ca,426.77,2,Ca_012;Ca_042
C2H4O@Ca,Ca,426.82,2,Ca_018;Ca_045
C2H4O@Ca,Ca,426.92,7,Ca_043;Ca_017;Ca_016;Ca_010;Ca_011;Ca_044;Ca_040
C2H4O@Ca,Ca,426.93,5,Ca_037;Ca_041;Ca_014;Ca_038;Ca_013
C2H4O@Ca,Ca,426.99,1,Ca_015
C2H4O@Ca,Ca,427.00,1,Ca_039
C2H4O@Ca,O,541.72,2,O_068;O_067
C2H4O@Ca,C,291.46,2,C_058;C_056
C2H4O@Ca,C,292.83,2,C_057;C_055
C2H4O@CaH2,Ca,425.49,1,Ca_024
C2H4O@CaH2,Ca,425.50,1,Ca_026
C2H4O@CaH2,Ca,425.52,1,Ca_022
C2H4O@CaH2,Ca,425.53,2,Ca_018;Ca_020
C2H4O@CaH2,Ca,425.54,3,Ca_028;Ca_032;Ca_034
C2H4O@CaH2,Ca,425.55,3,Ca_006;Ca_008;Ca_030
C2H4O@CaH2,Ca,425.56,4,Ca_027;Ca_014;Ca_013;Ca_025
C2H4O@CaH2,Ca,425.58,5,Ca_043;Ca_029;Ca_041;Ca_017;Ca_021
C2H4O@CaH2,Ca,425.59,1,Ca_023
C2H4O@CaH2,Ca,425.60,2,Ca_031;Ca_033
C2H4O@CaH2,Ca,425.61,1,Ca_019
C2H4O@CaH2,Ca,425.64,1,Ca_016
C2H4O@CaH2,Ca,425.65,1,Ca_036
C2H4O@CaH2,Ca,425.66,3,Ca_005;Ca_042;Ca_044
C2H4O@CaH2,Ca,425.67,2,Ca_015;Ca_007
C2H4O@CaH2,Ca,425.68,1,Ca_035
C2H4O@CaH2,Ca,426.00,1,Ca_002
C2H4O@CaH2,Ca,426.01,1,Ca_046
C2H4O@CaH2,Ca,426.25,2,Ca_010;Ca_040
C2H4O@CaH2,Ca,426.27,2,Ca_038;Ca_009
C2H4O@CaH2,Ca,426.28,1,Ca_012
C2H4O@CaH2,Ca,426.30,1,Ca_039
C2H4O@CaH2,Ca,426.31,1,Ca_004
C2H4O@CaH2,Ca,426.32,1,Ca_048
C2H4O@CaH2,Ca,426.34,2,Ca_011;Ca_045
C2H4O@CaH2,Ca,426.35,2,Ca_037;Ca_001
C2H4O@CaH2,Ca,426.38,2,Ca_003;Ca_047
C2H4O@CaH2,C,292.63,2,C_155;C_153
C2H4O@CaH2,C,293.26,2,C_156;C_154
C2H4O@CaH2,O,541.58,2,O_158;O_157
C2H4O@CaO,Ca,425.00,4,Ca_053;Ca_009;Ca_007;Ca_054
C2H4O@CaO,Ca,425.06,4,Ca_050;Ca_051;Ca_003;Ca_001
C2H4O@CaO,Ca,425.07,8,Ca_006;Ca_049;Ca_002;Ca_046;Ca_004;Ca_048;Ca_047;Ca_005
C2H4O@CaO,Ca,425.09,2,Ca_008;Ca_052
C2H4O@CaO,Ca,425.19,2,Ca_027;Ca_036
C2H4O@CaO,Ca,425.21,6,Ca_019;Ca_021;Ca_033;Ca_032;Ca_024;Ca_030
C2H4O@CaO,Ca,425.22,10,Ca_029;Ca_026;Ca_028;Ca_035;Ca_023;Ca_031;Ca_022;Ca_034;Ca_020;Ca_025
C2H4O@CaO,Ca,425.53,4,Ca_012;Ca_018;Ca_042;Ca_045
C2H4O@CaO,Ca,425.64,4,Ca_041;Ca_010;Ca_011;Ca_040
C2H4O@CaO,Ca,425.65,4,Ca_043;Ca_017;Ca_016;Ca_044
C2H4O@CaO,Ca,425.66,1,Ca_038
C2H4O@CaO,Ca,425.67,3,Ca_037;Ca_014;Ca_013
C2H4O@CaO,Ca,425.68,2,Ca_015;Ca_039
C2H4O@CaO,O,538.17,4,O_066;O_096;O_064;O_095
C2H4O@CaO,O,538.21,4,O_098;O_072;O_099;O_070
C2H4O@CaO,O,538.31,2,O_094;O_065
C2H4O@CaO,O,538.32,4,O_093;O_067;O_092;O_069
C2H4O@CaO,O,538.34,2,O_097;O_071
C2H4O@CaO,O,538.35,2,O_068;O_091
C2H4O@CaO,O,538.48,2,O_063;O_108
C2H4O@CaO,O,538.54,6,O_081;O_082;O_084;O_078;O_077;O_090
C2H4O@CaO,O,538.55,2,O_088;O_080
C2H4O@CaO,O,538.56,2,O_076;O_083
C2H4O@CaO,O,538.57,8,O_074;O_087;O_086;O_073;O_089;O_079;O_075;O_085
C2H4O@CaO,O,538.58,2,O_060;O_102
C2H4O@CaO,O,538.59,8,O_103;O_061;O_056;O_055;O_104;O_107;O_062;O_106
C2H4O@CaO,O,538.60,6,O_057;O_105;O_101;O_100;O_059;O_058
C2H4O@CaO,O,541.40,2,O_110;O_109
C2H4O@CaO,C,292.58,2,C_113;C_111
C2H4O@CaO,C,293.26,2,C_114;C_112
C2H4O@CaO_OH2,Ca,425.51,1,Ca_050
C2H4O@CaO_OH2,Ca,425.52,1,Ca_047
C2H4O@CaO_OH2,Ca,425.53,2,Ca_049;Ca_051
C2H4O@CaO_OH2,Ca,425.54,3,Ca_046;Ca_048;Ca_052
C2H4O@CaO_OH2,Ca,425.55,2,Ca_021;Ca_054
C2H4O@CaO_OH2,Ca,425.56,4,Ca_053;Ca_023;Ca_020;Ca_024
C2H4O@CaO_OH2,Ca,425.57,3,Ca_027;Ca_026;Ca_022
C2H4O@CaO_OH2,Ca,425.58,2,Ca_019;Ca_025
C2H4O@CaO_OH2,Ca,425.63,3,Ca_029;Ca_003;Ca_032
C2H4O@CaO_OH2,Ca,425.64,4,Ca_035;Ca_036;Ca_031;Ca_030
C2H4O@CaO_OH2,Ca,425.65,3,Ca_028;Ca_033;Ca_034
C2H4O@CaO_OH2,Ca,425.66,1,Ca_009
C2H4O@CaO_OH2,Ca,425.67,4,Ca_002;Ca_004;Ca_005;Ca_008
C2H4O@CaO_OH2,Ca,425.68,2,Ca_007;Ca_001
C2H4O@CaO_OH2,Ca,425.69,1,Ca_006
C2H4O@CaO_OH2,Ca,426.60,1,Ca_038
C2H4O@CaO_OH2,Ca,426.62,1,Ca_041
C2H4O@CaO_OH2,Ca,426.63,1,Ca_042
C2H4O@CaO_OH2,Ca,426.64,1,Ca_039
C2H4O@CaO_OH2,Ca,426.66,1,Ca_015
C2H4O@CaO_OH2,Ca,426.69,1,Ca_040
C2H4O@CaO_OH2,Ca,426.70,1,Ca_043
C2H4O@CaO_OH2,Ca,426.71,1,Ca_037
C2H4O@CaO_OH2,Ca,426.72,2,Ca_045;Ca_044
C2H4O@CaO_OH2,Ca,426.80,1,Ca_012
C2H4O@CaO_OH2,Ca,426.81,1,Ca_014
C2H4O@CaO_OH2,Ca,426.83,1,Ca_011
C2H4O@CaO_OH2,Ca,426.84,3,Ca_017;Ca_016;Ca_018
C2H4O@CaO_OH2,Ca,426.85,2,Ca_010;Ca_013
C2H4O@CaO_OH2,O,538.77,1,O_102
C2H4O@CaO_OH2,O,538.78,1,O_101
C2H4O@CaO_OH2,O,538.79,2,O_105;O_104
C2H4O@CaO_OH2,O,538.80,3,O_103;O_108;O_107
C2H4O@CaO_OH2,O,538.81,2,O_100;O_106
C2H4O@CaO_OH2,O,538.92,1,O_059
C2H4O@CaO_OH2,O,538.93,7,O_076;O_057;O_063;O_078;O_056;O_062;O_077
C2H4O@CaO_OH2,O,538.94,6,O_074;O_060;O_061;O_079;O_080;O_058
C2H4O@CaO_OH2,O,538.95,4,O_081;O_073;O_055;O_075
C2H4O@CaO_OH2,O,539.02,5,O_087;O_086;O_083;O_084;O_090
C2H4O@CaO_OH2,O,539.03,4,O_082;O_089;O_088;O_085
C2H4O@CaO_OH2,O,540.27,1,O_113
C2H4O@CaO_OH2,O,540.47,1,O_123
C2H4O@CaO_OH2,O,540.53,1,O_095
C2H4O@CaO_OH2,O,540.56,1,O_116
C2H4O@CaO_OH2,O,540.63,1,O_092
C2H4O@CaO_OH2,O,540.68,1,O_094
C2H4O@CaO_OH2,O,540.70,2,O_097;O_096
C2H4O@CaO_OH2,O,540.71,3,O_093;O_099;O_091
C2H4O@CaO_OH2,O,540.76,1,O_098
C2H4O@CaO_OH2,O,540.77,1,O_069
C2H4O@CaO_OH2,O,540.81,2,O_072;O_066
C2H4O@CaO_OH2,O,540.82,1,O_112
C2H4O@CaO_OH2,O,540.83,1,O_115
C2H4O@CaO_OH2,O,540.84,3,O_114;O_070;O_071
C2H4O@CaO_OH2,O,540.85,1,O_117
C2H4O@CaO_OH2,O,540.86,2,O_068;O_067
C2H4O@CaO_OH2,O,540.88,3,O_110;O_065;O_064
C2H4O@CaO_OH2,O,540.89,1,O_120
C2H4O@CaO_OH2,O,540.90,1,O_109
C2H4O@CaO_OH2,O,540.91,1,O_111
C2H4O@CaO_OH2,O,540.95,1,O_121
C2H4O@CaO_OH2,O,540.96,1,O_126
C2H4O@CaO_OH2,O,540.98,1,O_118
C2H4O@CaO_OH2,O,541.01,1,O_124
C2H4O@CaO_OH2,O,541.02,1,O_122
C2H4O@CaO_OH2,O,541.03,1,O_119
C2H4O@CaO_OH2,O,541.04,1,O_125
C2H4O@CaO_OH2,O,541.35,1,O_128
C2H4O@CaO_OH2,O,541.47,1,O_127
C2H4O@CaO_OH2,C,292.92,1,C_175
C2H4O@CaO_OH2,C,293.04,1,C_173
C2H4O@CaO_OH2,C,293.42,1,C_176
C2H4O@CaO_OH2,C,293.56,1,C_174
C2H6@Ca,Ca,426.46,1,Ca_053
C2H6@Ca,Ca,426.47,13,Ca_006;Ca_050;Ca_051;Ca_002;Ca_003;Ca_004;Ca_009;Ca_048;Ca_047;Ca_005;Ca_007;Ca_054;Ca_001
C2H6@Ca,Ca,426.48,4,Ca_049;Ca_046;Ca_008;Ca_052
C2H6@Ca,Ca,426.54,13,Ca_026;Ca_019;Ca_028;Ca_035;Ca_021;Ca_036;Ca_031;Ca_033;Ca_032;Ca_034;Ca_020;Ca_024;Ca_025
C2H6@Ca,Ca,426.55,5,Ca_029;Ca_027;Ca_023;Ca_022;Ca_030
C2H6@Ca,Ca,426.90,2,Ca_018;Ca_045
C2H6@Ca,Ca,426.92,2,Ca_015;Ca_039
C2H6@Ca,Ca,426.93,10,Ca_043;Ca_037;Ca_041;Ca_017;Ca_014;Ca_016;Ca_010;Ca_038;Ca_013;Ca_044
C2H6@Ca,Ca,426.94,4,Ca_012;Ca_042;Ca_011;Ca_040
C2H6@Ca,C,293.04,2,C_057;C_055
C2H6@Ca,C,293.27,2,C_058;C_056
C2H6@CaH2,Ca,426.20,7,Ca_027;Ca_026;Ca_021;Ca_022;Ca_032;Ca_020;Ca_024
C2H6@CaH2,Ca,426.21,9,Ca_029;Ca_019;Ca_028;Ca_017;Ca_023;Ca_031;Ca_018;Ca_025;Ca_030
C2H6@CaH2,Ca,426.25,2,Ca_014;Ca_008
C2H6@CaH2,Ca,426.26,2,Ca_041;Ca_033
C2H6@CaH2,Ca,426.27,2,Ca_043;Ca_006
C2H6@CaH2,Ca,426.28,5,Ca_035;Ca_036;Ca_034;Ca_013;Ca_044
C2H6@CaH2,Ca,426.29,5,Ca_015;Ca_016;Ca_005;Ca_007;Ca_042
C2H6@CaH2,Ca,426.63,1,Ca_002
C2H6@CaH2,Ca,426.65,1,Ca_046
C2H6@CaH2,Ca,426.66,2,Ca_010;Ca_040
C2H6@CaH2,Ca,426.67,7,Ca_037;Ca_012;Ca_003;Ca_038;Ca_048;Ca_047;Ca_001
C2H6@CaH2,Ca,426.68,5,Ca_004;Ca_009;Ca_011;Ca_045;Ca_039
C2H6@CaH2,C,293.20,1,C_159
C2H6@CaH2,C,293.30,1,C_157
C2H6@CaH2,C,293.34,1,C_158
C2H6@CaH2,C,293.38,1,C_160
C2H6@CaO,Ca,425.81,6,Ca_006;Ca_046;Ca_009;Ca_048;Ca_005;Ca_054
C2H6@CaO,Ca,425.82,6,Ca_049;Ca_051;Ca_002;Ca_003;Ca_008;Ca_052
C2H6@CaO,Ca,425.83,2,Ca_053;Ca_007
C2H6@CaO,Ca,425.84,2,Ca_050;Ca_001
C2H6@CaO,Ca,425.85,2,Ca_004;Ca_047
C2H6@CaO,Ca,425.92,10,Ca_029;Ca_027;Ca_035;Ca_021;Ca_036;Ca_022;Ca_033;Ca_024;Ca_025;Ca_030
C2H6@CaO,Ca,425.93,8,Ca_026;Ca_019;Ca_028;Ca_023;Ca_031;Ca_032;Ca_034;Ca_020
C2H6@CaO,Ca,426.36,2,Ca_037;Ca_014
C2H6@CaO,Ca,426.37,4,Ca_043;Ca_017;Ca_038;Ca_013
C2H6@CaO,Ca,426.38,2,Ca_016;Ca_044
C2H6@CaO,Ca,426.39,6,Ca_041;Ca_010;Ca_018;Ca_011;Ca_045;Ca_040
C2H6@CaO,Ca,426.41,4,Ca_012;Ca_015;Ca_042;Ca_039
C2H6@CaO,O,539.01,8,O_098;O_097;O_072;O_068;O_099;O_091;O_070;O_071
C2H6@CaO,O,539.02,2,O_094;O_065
C2H6@CaO,O,539.03,2,O_093;O_069
C2H6@CaO,O,539.04,4,O_066;O_096;O_064;O_095
C2H6@CaO,O,539.05,2,O_067;O_092
C2H6@CaO,O,539.32,6,O_087;O_081;O_084;O_078;O_075;O_090
C2H6@CaO,O,539.33,14,O_076;O_074;O_083;O_103;O_082;O_089;O_088;O_056;O_079;O_080;O_085;O_062;O_106;O_077
C2H6@CaO,O,539.34,4,O_086;O_073;O_100;O_059
C2H6@CaO,O,539.36,10,O_057;O_105;O_060;O_102;O_061;O_101;O_055;O_104;O_107;O_058
C2H6@CaO,O,539.37,2,O_063;O_108
C2H6@CaO,C,293.65,2,C_109;C_111
C2H6@CaO,C,293.74,2,C_110;C_112
C2H6@CaO_OH2,Ca,425.75,1,Ca_035
C2H6@CaO_OH2,Ca,425.76,17,Ca_029;Ca_027;Ca_026;Ca_019;Ca_028;Ca_023;Ca_021;Ca_036;Ca_031;Ca_022;Ca_033;Ca_032;Ca_034;Ca_020;Ca_024;Ca_025;Ca_030
C2H6@CaO_OH2,Ca,425.82,1,Ca_006
C2H6@CaO_OH2,Ca,425.84,1,Ca_005
C2H6@CaO_OH2,Ca,425.85,8,Ca_053;Ca_002;Ca_003;Ca_004;Ca_009;Ca_007;Ca_008;Ca_001
C2H6@CaO_OH2,Ca,425.87,8,Ca_050;Ca_049;Ca_051;Ca_046;Ca_048;Ca_047;Ca_052;Ca_054
C2H6@CaO_OH2,Ca,426.85,1,Ca_014
C2H6@CaO_OH2,Ca,426.87,4,Ca_012;Ca_015;Ca_017;Ca_018
C2H6@CaO_OH2,Ca,426.88,3,Ca_016;Ca_010;Ca_011
C2H6@CaO_OH2,Ca,426.89,6,Ca_038;Ca_042;Ca_013;Ca_045;Ca_039;Ca_044
C2H6@CaO_OH2,Ca,426.90,2,Ca_043;Ca_041
C2H6@CaO_OH2,Ca,426.91,2,Ca_037;Ca_040
C2H6@CaO_OH2,O,539.21,2,O_108;O_062
C2H6@CaO_OH2,O,539.22,16,O_057;O_063;O_105;O_103;O_060;O_102;O_061;O_101;O_056;O_055;O_104;O_100;O_059;O_107;O_058;O_106
C2H6@CaO_OH2,O,539.27,17,O_076;O_074;O_087;O_086;O_083;O_081;O_082;O_084;O_078;O_089;O_088;O_079;O_080;O_075;O_085;O_077;O_090
C2H6@CaO_OH2,O,539.28,1,O_073
C2H6@CaO_OH2,O,541.08,1,O_072
C2H6@CaO_OH2,O,541.15,1,O_098
C2H6@CaO_OH2,O,541.17,1,O_065
C2H6@CaO_OH2,O,541.18,4,O_068;O_071;O_064;O_069
C2H6@CaO_OH2,O,541.19,2,O_067;O_066
C2H6@CaO_OH2,O,541.20,2,O_092;O_070
C2H6@CaO_OH2,O,541.21,4,O_093;O_099;O_096;O_095
C2H6@CaO_OH2,O,541.22,3,O_097;O_094;O_091
C2H6@CaO_OH2,O,541.32,1,O_113
C2H6@CaO_OH2,O,541.37,1,O_120
C2H6@CaO_OH2,O,541.38,3,O_115;O_112;O_110
C2H6@CaO_OH2,O,541.39,5,O_121;O_114;O_117;O_109;O_116
C2H6@CaO_OH2,O,541.40,4,O_111;O_126;O_123;O_118
C2H6@CaO_OH2,O,541.41,3,O_122;O_124;O_119
C2H6@CaO_OH2,O,541.42,1,O_125
C2H6@CaO_OH2,C,293.35,2,C_177;C_175
C2H6@CaO_OH2,C,293.55,1,C_178
C2H6@CaO_OH2,C,293.56,1,C_176
C3H6@Ca,Ca,426.48,14,Ca_053;Ca_006;Ca_049;Ca_051;Ca_002;Ca_003;Ca_004;Ca_009;Ca_048;Ca_047;Ca_007;Ca_008;Ca_052;Ca_054
C3H6@Ca,Ca,426.49,4,Ca_050;Ca_046;Ca_005;Ca_001
C3H6@Ca,Ca,426.54,10,Ca_027;Ca_026;Ca_019;Ca_035;Ca_021;Ca_036;Ca_033;Ca_032;Ca_034;Ca_025
C3H6@Ca,Ca,426.55,8,Ca_029;Ca_028;Ca_023;Ca_031;Ca_022;Ca_020;Ca_024;Ca_030
C3H6@Ca,Ca,426.85,2,Ca_018;Ca_045
C3H6@Ca,Ca,426.90,3,Ca_043;Ca_012;Ca_017
C3H6@Ca,Ca,426.91,3,Ca_015;Ca_042;Ca_039
C3H6@Ca,Ca,426.92,2,Ca_016;Ca_044
C3H6@Ca,Ca,426.93,4,Ca_037;Ca_041;Ca_014;Ca_010
C3H6@Ca,Ca,426.94,4,Ca_038;Ca_011;Ca_013;Ca_040
C3H6@Ca,C,291.83,2,C_071;C_068
C3H6@Ca,C,291.93,2,C_069;C_072
C3H6@Ca,C,293.18,2,C_067;C_070
C3H6@CaH2,Ca,426.10,1,Ca_033
C3H6@CaH2,Ca,426.15,3,Ca_022;Ca_024;Ca_030
C3H6@CaH2,Ca,426.17,1,Ca_018
C3H6@CaH2,Ca,426.18,2,Ca_014;Ca_034
C3H6@CaH2,Ca,426.19,2,Ca_029;Ca_013
C3H6@CaH2,Ca,426.20,4,Ca_027;Ca_026;Ca_028;Ca_021
C3H6@CaH2,Ca,426.21,3,Ca_041;Ca_032;Ca_020
C3H6@CaH2,Ca,426.22,2,Ca_023;Ca_008
C3H6@CaH2,Ca,426.23,2,Ca_031;Ca_025
C3H6@CaH2,Ca,426.24,3,Ca_006;Ca_017;Ca_007
C3H6@CaH2,Ca,426.26,3,Ca_043;Ca_015;Ca_005
C3H6@CaH2,Ca,426.27,2,Ca_019;Ca_042
C3H6@CaH2,Ca,426.29,1,Ca_016
C3H6@CaH2,Ca,426.30,1,Ca_044
C3H6@CaH2,Ca,426.32,1,Ca_036
C3H6@CaH2,Ca,426.34,1,Ca_035
C3H6@CaH2,Ca,426.56,2,Ca_037;Ca_001
C3H6@CaH2,Ca,426.57,2,Ca_046;Ca_045
C3H6@CaH2,Ca,426.58,2,Ca_010;Ca_011
C3H6@CaH2,Ca,426.60,1,Ca_040
C3H6@CaH2,Ca,426.61,1,Ca_002
C3H6@CaH2,Ca,426.62,1,Ca_009
C3H6@CaH2,Ca,426.65,2,Ca_012;Ca_038
C3H6@CaH2,Ca,426.67,1,Ca_047
C3H6@CaH2,Ca,426.68,1,Ca_039
C3H6@CaH2,Ca,426.72,1,Ca_003
C3H6@CaH2,Ca,426.73,1,Ca_048
C3H6@CaH2,Ca,426.74,1,Ca_004
