System,Atom,BE,N,Atoms
CH4O@CaO_OH2,O,539.25,4,O_081;O_060;O_088;O_080
CH4O@CaO_OH2,O,539.26,8,O_076;O_086;O_083;O_082;O_073;O_089;O_079;O_059
CH4O@CaO_OH2,O,539.27,5,O_074;O_078;O_102;O_075;O_085
CH4O@CaO_OH2,O,539.28,3,O_084;O_100;O_090
CH4O@CaO_OH2,O,539.66,1,O_095
CH4O@CaO_OH2,O,539.80,1,O_072
CH4O@CaO_OH2,O,541.12,2,O_099;O_070
CH4O@CaO_OH2,O,541.14,2,O_094;O_064
CH4O@CaO_OH2,O,541.16,2,O_097;O_065
CH4O@CaO_OH2,O,541.17,2,O_093;O_071
CH4O@CaO_OH2,O,541.20,1,O_067
CH4O@CaO_OH2,O,541.21,3,O_098;O_092;O_091
CH4O@CaO_OH2,O,541.23,1,O_068
CH4O@CaO_OH2,O,541.37,1,O_116
CH4O@CaO_OH2,O,541.41,1,O_119
CH4O@CaO_OH2,O,541.42,1,O_117
CH4O@CaO_OH2,O,541.43,9,O_122;O_121;O_115;O_112;O_124;O_118;O_125;O_096;O_109
CH4O@CaO_OH2,O,541.46,1,O_069
CH4O@CaO_OH2,O,541.49,1,O_111
CH4O@CaO_OH2,O,541.50,1,O_120
CH4O@CaO_OH2,O,541.51,1,O_114
CH4O@CaO_OH2,O,541.52,1,O_110
CH4O@CaO_OH2,O,541.53,1,O_066
CH4O@CaO_OH2,O,541.61,1,O_126
CH4O@CaO_OH2,O,542.40,1,O_113
CH4O@CaO_OH2,O,542.68,1,O_123
CH4O@CaO_OH2,O,543.24,1,O_128
CH4O@CaO_OH2,O,543.26,1,O_127
CH4O@CaO_OH2,C,294.70,1,C_173
CH4O@CaO_OH2,C,294.74,1,C_174
CO2@Ca,Ca,426.44,2,Ca_018;Ca_045
CO2@Ca,Ca,426.45,2,Ca_016;Ca_044
CO2@Ca,Ca,426.47,4,Ca_006;Ca_046;Ca_004;Ca_047
CO2@Ca,Ca,426.48,10,Ca_049;Ca_051;Ca_002;Ca_003;Ca_009;Ca_048;Ca_005;Ca_008;Ca_052;Ca_054
CO2@Ca,Ca,426.54,7,Ca_029;Ca_035;Ca_023;Ca_022;Ca_024;Ca_025;Ca_030
CO2@Ca,Ca,426.55,11,Ca_027;Ca_026;Ca_019;Ca_028;Ca_021;Ca_036;Ca_031;Ca_033;Ca_032;Ca_034;Ca_020
CO2@Ca,Ca,426.57,2,Ca_050;Ca_001
CO2@Ca,Ca,426.58,2,Ca_053;Ca_007
CO2@Ca,Ca,426.92,4,Ca_037;Ca_014;Ca_011;Ca_040
CO2@Ca,Ca,426.93,3,Ca_015;Ca_038;Ca_039
CO2@Ca,Ca,426.94,6,Ca_043;Ca_041;Ca_017;Ca_010;Ca_042;Ca_013
CO2@Ca,Ca,426.95,1,Ca_012
CO2@Ca,O,540.98,4,O_057;O_060;O_059;O_058
CO2@Ca,C,293.44,2,C_055;C_056
CO2@CaH2,Ca,426.11,1,Ca_026
CO2@CaH2,Ca,426.15,1,Ca_027
CO2@CaH2,Ca,426.16,1,Ca_005
CO2@CaH2,Ca,426.17,2,Ca_017;Ca_020
CO2@CaH2,Ca,426.18,2,Ca_028;Ca_008
CO2@CaH2,Ca,426.19,1,Ca_031
CO2@CaH2,Ca,426.20,4,Ca_019;Ca_023;Ca_021;Ca_024
CO2@CaH2,Ca,426.21,2,Ca_029;Ca_007
CO2@CaH2,Ca,426.22,3,Ca_006;Ca_022;Ca_032
CO2@CaH2,Ca,426.24,1,Ca_030
CO2@CaH2,Ca,426.25,3,Ca_015;Ca_014;Ca_013
CO2@CaH2,Ca,426.26,1,Ca_033
CO2@CaH2,Ca,426.27,1,Ca_043
CO2@CaH2,Ca,426.28,2,Ca_035;Ca_036
CO2@CaH2,Ca,426.29,3,Ca_042;Ca_034;Ca_044
CO2@CaH2,Ca,426.30,1,Ca_041
CO2@CaH2,Ca,426.33,1,Ca_025
CO2@CaH2,Ca,426.40,1,Ca_018
CO2@CaH2,Ca,426.42,1,Ca_016
CO2@CaH2,Ca,426.61,2,Ca_003;Ca_010
CO2@CaH2,Ca,426.65,1,Ca_040
CO2@CaH2,Ca,426.66,1,Ca_004
CO2@CaH2,Ca,426.67,1,Ca_038
CO2@CaH2,Ca,426.68,1,Ca_012
CO2@CaH2,Ca,426.69,3,Ca_037;Ca_048;Ca_047
CO2@CaH2,Ca,426.70,3,Ca_011;Ca_045;Ca_039
CO2@CaH2,Ca,426.71,1,Ca_046
CO2@CaH2,Ca,426.72,1,Ca_001
CO2@CaH2,Ca,426.74,1,Ca_009
CO2@CaH2,Ca,426.80,1,Ca_002
CO2@CaH2,O,541.72,1,O_149
CO2@CaH2,O,541.82,1,O_150
CO2@CaH2,O,544.98,1,O_148
CO2@CaH2,O,545.06,1,O_147
CO2@CaH2,C,295.45,1,C_146
CO2@CaH2,C,297.30,1,C_145
CO2@CaO,Ca,425.74,8,Ca_050;Ca_051;Ca_004;Ca_048;Ca_047;Ca_005;Ca_007;Ca_008
CO2@CaO,Ca,425.76,2,Ca_003;Ca_052
CO2@CaO,Ca,425.77,8,Ca_053;Ca_006;Ca_049;Ca_002;Ca_046;Ca_009;Ca_054;Ca_001
CO2@CaO,Ca,425.91,8,Ca_027;Ca_028;Ca_023;Ca_031;Ca_022;Ca_033;Ca_032;Ca_024
CO2@CaO,Ca,425.92,10,Ca_029;Ca_026;Ca_019;Ca_035;Ca_021;Ca_036;Ca_034;Ca_020;Ca_025;Ca_030
CO2@CaO,Ca,426.24,2,Ca_015;Ca_040
CO2@CaO,Ca,426.25,2,Ca_041;Ca_014
CO2@CaO,Ca,426.34,4,Ca_016;Ca_010;Ca_045;Ca_039
CO2@CaO,Ca,426.35,8,Ca_043;Ca_037;Ca_012;Ca_017;Ca_038;Ca_018;Ca_011;Ca_044
CO2@CaO,Ca,426.36,2,Ca_042;Ca_013
CO2@CaO,O,538.89,4,O_072;O_094;O_091;O_069
CO2@CaO,O,538.98,10,O_097;O_068;O_093;O_067;O_092;O_066;O_070;O_071;O_096;O_095
CO2@CaO,O,539.00,4,O_098;O_099;O_065;O_064
CO2@CaO,O,539.25,4,O_076;O_087;O_073;O_090
CO2@CaO,O,539.26,10,O_074;O_086;O_084;O_078;O_089;O_088;O_079;O_075;O_085;O_077
CO2@CaO,O,539.27,8,O_083;O_103;O_081;O_060;O_082;O_080;O_104;O_059
CO2@CaO,O,539.29,14,O_057;O_063;O_105;O_102;O_061;O_108;O_101;O_056;O_055;O_100;O_107;O_062;O_058;O_106
CO2@CaO,O,545.05,4,O_112;O_111;O_110;O_109
CO2@CaO,C,297.27,2,C_113;C_114
CO2@CaO_OH2,Ca,425.69,5,Ca_029;Ca_035;Ca_036;Ca_033;Ca_030
CO2@CaO_OH2,Ca,425.70,4,Ca_028;Ca_031;Ca_032;Ca_034
CO2@CaO_OH2,Ca,425.73,3,Ca_006;Ca_002;Ca_003
CO2@CaO_OH2,Ca,425.74,5,Ca_009;Ca_005;Ca_007;Ca_008;Ca_001
CO2@CaO_OH2,Ca,425.75,1,Ca_004
CO2@CaO_OH2,Ca,425.81,5,Ca_027;Ca_026;Ca_019;Ca_020;Ca_025
CO2@CaO_OH2,Ca,425.82,4,Ca_023;Ca_021;Ca_022;Ca_024
CO2@CaO_OH2,Ca,425.93,2,Ca_046;Ca_047
CO2@CaO_OH2,Ca,425.94,6,Ca_053;Ca_050;Ca_051;Ca_048;Ca_052;Ca_054
CO2@CaO_OH2,Ca,425.95,1,Ca_049
CO2@CaO_OH2,Ca,426.69,1,Ca_014
CO2@CaO_OH2,Ca,426.74,1,Ca_013
CO2@CaO_OH2,Ca,426.75,4,Ca_017;Ca_016;Ca_010;Ca_011
CO2@CaO_OH2,Ca,426.76,2,Ca_012;Ca_018
CO2@CaO_OH2,Ca,426.81,1,Ca_015
CO2@CaO_OH2,Ca,426.95,1,Ca_039
CO2@CaO_OH2,Ca,426.99,1,Ca_045
CO2@CaO_OH2,Ca,427.00,3,Ca_043;Ca_037;Ca_042
CO2@CaO_OH2,Ca,427.01,2,Ca_044;Ca_040
CO2@CaO_OH2,Ca,427.02,1,Ca_041
CO2@CaO_OH2,Ca,427.06,1,Ca_038
CO2@CaO_OH2,O,539.11,4,O_063;O_060;O_056;O_062
CO2@CaO_OH2,O,539.12,3,O_057;O_055;O_058
CO2@CaO_OH2,O,539.13,2,O_061;O_059
CO2@CaO_OH2,O,539.20,8,O_087;O_083;O_082;O_084;O_089;O_088;O_085;O_090
CO2@CaO_OH2,O,539.21,1,O_086
CO2@CaO_OH2,O,539.29,1,O_101
CO2@CaO_OH2,O,539.30,1,O_108
CO2@CaO_OH2,O,539.31,5,O_105;O_104;O_100;O_107;O_106
CO2@CaO_OH2,O,539.32,3,O_074;O_103;O_102
CO2@CaO_OH2,O,539.33,5,O_081;O_073;O_080;O_075;O_077
CO2@CaO_OH2,O,539.34,3,O_076;O_078;O_079
CO2@CaO_OH2,O,541.00,1,O_071
CO2@CaO_OH2,O,541.01,3,O_068;O_067;O_069
CO2@CaO_OH2,O,541.02,3,O_070;O_065;O_064
CO2@CaO_OH2,O,541.03,1,O_072
CO2@CaO_OH2,O,541.06,1,O_066
CO2@CaO_OH2,O,541.13,1,O_123
CO2@CaO_OH2,O,541.15,1,O_121
CO2@CaO_OH2,O,541.23,1,O_126
CO2@CaO_OH2,O,541.25,1,O_122
CO2@CaO_OH2,O,541.26,2,O_099;O_096
CO2@CaO_OH2,O,541.27,4,O_120;O_093;O_092;O_091
CO2@CaO_OH2,O,541.28,3,O_097;O_124;O_094
CO2@CaO_OH2,O,541.29,4,O_119;O_118;O_125;O_095
CO2@CaO_OH2,O,541.30,1,O_098
CO2@CaO_OH2,O,541.40,1,O_113
CO2@CaO_OH2,O,541.45,1,O_112
CO2@CaO_OH2,O,541.46,2,O_110;O_116
CO2@CaO_OH2,O,541.52,2,O_111;O_114
CO2@CaO_OH2,O,541.53,1,O_109
CO2@CaO_OH2,O,541.54,1,O_115
CO2@CaO_OH2,O,541.55,1,O_117
CO2@CaO_OH2,O,545.19,1,O_127
CO2@CaO_OH2,O,545.21,1,O_128
CO2@CaO_OH2,O,545.29,1,O_129
CO2@CaO_OH2,O,545.32,1,O_130
CO2@CaO_OH2,C,297.40,1,C_167
CO2@CaO_OH2,C,297.42,1,C_168
THF@CaH2,Ca,426.17,2,Ca_017;Ca_031
THF@CaH2,Ca,426.19,1,Ca_019
THF@CaH2,Ca,426.20,3,Ca_021;Ca_025;Ca_030
THF@CaH2,Ca,426.21,4,Ca_029;Ca_028;Ca_032;Ca_020
THF@CaH2,Ca,426.22,4,Ca_026;Ca_018;Ca_022;Ca_024
THF@CaH2,Ca,426.23,2,Ca_027;Ca_023
THF@CaH2,Ca,426.24,2,Ca_007;Ca_044
THF@CaH2,Ca,426.25,1,Ca_035
THF@CaH2,Ca,426.26,2,Ca_014;Ca_033
THF@CaH2,Ca,426.27,2,Ca_043;Ca_016
THF@CaH2,Ca,426.28,1,Ca_008
THF@CaH2,Ca,426.29,4,Ca_015;Ca_036;Ca_034;Ca_013
THF@CaH2,Ca,426.30,1,Ca_005
THF@CaH2,Ca,426.31,3,Ca_006;Ca_041;Ca_042
THF@CaH2,Ca,426.56,2,Ca_011;Ca_039
THF@CaH2,Ca,426.60,1,Ca_047
THF@CaH2,Ca,426.62,1,Ca_001
THF@CaH2,Ca,426.64,1,Ca_003
THF@CaH2,Ca,426.65,2,Ca_048;Ca_045
THF@CaH2,Ca,426.66,5,Ca_012;Ca_002;Ca_046;Ca_004;Ca_009
THF@CaH2,Ca,426.67,4,Ca_037;Ca_010;Ca_038;Ca_040
THF@CaH2,C,294.15,1,C_161
THF@CaH2,C,294.18,1,C_167
THF@CaH2,C,294.19,1,C_163
THF@CaH2,C,294.20,1,C_165
THF@CaH2,C,295.09,1,C_162
THF@CaH2,C,295.12,1,C_166
THF@CaH2,C,295.14,1,C_168
THF@CaH2,C,295.18,1,C_164
THF@CaH2,O,544.36,2,O_169;O_170
THF@CaO_OH2,Ca,425.73,4,Ca_027;Ca_035;Ca_023;Ca_024
THF@CaO_OH2,Ca,425.74,9,Ca_029;Ca_026;Ca_019;Ca_021;Ca_036;Ca_031;Ca_022;Ca_032;Ca_030
THF@CaO_OH2,Ca,425.75,5,Ca_028;Ca_033;Ca_034;Ca_020;Ca_025
THF@CaO_OH2,Ca,425.81,1,Ca_050
THF@CaO_OH2,Ca,425.82,1,Ca_006
THF@CaO_OH2,Ca,425.84,5,Ca_053;Ca_049;Ca_051;Ca_048;Ca_047
THF@CaO_OH2,Ca,425.85,9,Ca_046;Ca_003;Ca_004;Ca_009;Ca_005;Ca_007;Ca_052;Ca_054;Ca_001
THF@CaO_OH2,Ca,425.86,2,Ca_002;Ca_008
THF@CaO_OH2,Ca,426.81,2,Ca_015;Ca_039
THF@CaO_OH2,Ca,426.84,1,Ca_038
THF@CaO_OH2,Ca,426.89,3,Ca_043;Ca_014;Ca_045
THF@CaO_OH2,Ca,426.90,3,Ca_041;Ca_017;Ca_044
THF@CaO_OH2,Ca,426.91,6,Ca_012;Ca_016;Ca_010;Ca_018;Ca_042;Ca_040
THF@CaO_OH2,Ca,426.92,2,Ca_037;Ca_011
THF@CaO_OH2,Ca,426.94,1,Ca_013
THF@CaO_OH2,O,539.19,4,O_105;O_108;O_104;O_100
THF@CaO_OH2,O,539.20,2,O_063;O_107
THF@CaO_OH2,O,539.21,6,O_057;O_103;O_101;O_062;O_058;O_106
THF@CaO_OH2,O,539.22,4,O_102;O_061;O_056;O_055
THF@CaO_OH2,O,539.23,1,O_059
THF@CaO_OH2,O,539.24,2,O_060;O_077
THF@CaO_OH2,O,539.25,7,O_076;O_081;O_078;O_073;O_079;O_080;O_075
THF@CaO_OH2,O,539.26,2,O_074;O_087
THF@CaO_OH2,O,539.27,8,O_086;O_083;O_082;O_084;O_089;O_088;O_085;O_090
THF@CaO_OH2,O,540.86,1,O_072
THF@CaO_OH2,O,540.90,1,O_095
THF@CaO_OH2,O,540.99,1,O_113
THF@CaO_OH2,O,541.10,1,O_123
THF@CaO_OH2,O,541.12,1,O_066
THF@CaO_OH2,O,541.14,1,O_070
THF@CaO_OH2,O,541.17,1,O_098
THF@CaO_OH2,O,541.18,2,O_071;O_064
THF@CaO_OH2,O,541.19,1,O_067
THF@CaO_OH2,O,541.20,2,O_068;O_065
THF@CaO_OH2,O,541.21,2,O_096;O_069
THF@CaO_OH2,O,541.22,2,O_093;O_091
THF@CaO_OH2,O,541.23,2,O_094;O_099
THF@CaO_OH2,O,541.24,1,O_097
THF@CaO_OH2,O,541.25,1,O_092
THF@CaO_OH2,O,541.28,1,O_110
THF@CaO_OH2,O,541.31,2,O_112;O_114
THF@CaO_OH2,O,541.32,1,O_116
THF@CaO_OH2,O,541.33,3,O_115;O_120;O_117
THF@CaO_OH2,O,541.34,2,O_111;O_109
THF@CaO_OH2,O,541.36,3,O_122;O_121;O_125
THF@CaO_OH2,O,541.37,2,O_119;O_118
THF@CaO_OH2,O,541.38,2,O_124;O_126
THF@CaO_OH2,O,544.08,1,O_128
THF@CaO_OH2,O,544.14,1,O_127
THF@CaO_OH2,C,294.21,2,C_185;C_183
THF@CaO_OH2,C,294.23,2,C_187;C_181
THF@CaO_OH2,C,295.16,1,C_186
THF@CaO_OH2,C,295.17,1,C_188
THF@CaO_OH2,C,295.20,1,C_182
THF@CaO_OH2,C,295.21,1,C_184
THF@CaO,Ca,425.63,4,Ca_006;Ca_049;Ca_047;Ca_008
THF@CaO,Ca,425.65,6,Ca_050;Ca_046;Ca_009;Ca_005;Ca_054;Ca_001
THF@CaO,Ca,425.67,8,Ca_053;Ca_051;Ca_002;Ca_003;Ca_004;Ca_048;Ca_007;Ca_052
THF@CaO,Ca,425.77,2,Ca_023;Ca_032
THF@CaO,Ca,425.81,14,Ca_029;Ca_027;Ca_026;Ca_019;Ca_028;Ca_035;Ca_021;Ca_036;Ca_031;Ca_034;Ca_020;Ca_024;Ca_025;Ca_030
THF@CaO,Ca,425.82,2,Ca_022;Ca_033
THF@CaO,Ca,426.13,2,Ca_041;Ca_014
THF@CaO,Ca,426.19,8,Ca_043;Ca_037;Ca_012;Ca_016;Ca_010;Ca_018;Ca_045;Ca_039
THF@CaO,Ca,426.20,2,Ca_017;Ca_038
THF@CaO,Ca,426.21,2,Ca_011;Ca_044
THF@CaO,Ca,426.24,4,Ca_015;Ca_042;Ca_013;Ca_040
THF@CaO,O,538.83,4,O_092;O_094;O_071;O_069
THF@CaO,O,538.84,4,O_072;O_068;O_091;O_095
THF@CaO,O,538.88,10,O_098;O_097;O_093;O_067;O_099;O_066;O_070;O_065;O_096;O_064
THF@CaO,O,539.12,2,O_104;O_059
THF@CaO,O,539.14,8,O_076;O_074;O_087;O_086;O_073;O_089;O_077;O_090
THF@CaO,O,539.15,2,O_081;O_082
THF@CaO,O,539.16,8,O_083;O_084;O_078;O_088;O_079;O_080;O_075;O_085
THF@CaO,O,539.18,4,O_057;O_102;O_061;O_106
THF@CaO,O,539.19,12,O_063;O_105;O_103;O_060;O_108;O_101;O_056;O_055;O_100;O_107;O_062;O_058
THF@CaO,O,544.44,2,O_110;O_109
THF@CaO,C,294.47,4,C_113;C_117;C_115;C_111
THF@CaO,C,295.35,4,C_114;C_118;C_116;C_112
THF@Ca,Ca,426.47,4,Ca_053;Ca_002;Ca_003;Ca_052
THF@Ca,Ca,426.48,5,Ca_050;Ca_049;Ca_047;Ca_005;Ca_008
THF@Ca,Ca,426.49,9,Ca_006;Ca_051;Ca_046;Ca_004;Ca_009;Ca_048;Ca_007;Ca_054;Ca_001
THF@Ca,Ca,426.54,7,Ca_026;Ca_023;Ca_032;Ca_034;Ca_020;Ca_025;Ca_030
THF@Ca,Ca,426.55,11,Ca_029;Ca_027;Ca_019;Ca_028;Ca_035;Ca_021;Ca_036;Ca_031;Ca_022;Ca_033;Ca_024
THF@Ca,Ca,426.88,5,Ca_041;Ca_017;Ca_038;Ca_011;Ca_044
THF@Ca,Ca,426.89,1,Ca_014
THF@Ca,Ca,426.92,4,Ca_015;Ca_042;Ca_013;Ca_040
THF@Ca,Ca,426.94,8,Ca_043;Ca_037;Ca_012;Ca_016;Ca_010;Ca_018;Ca_045;Ca_039
THF@Ca,O,544.49,2,O_063;O_064
THF@Ca,C,294.44,3,C_061;C_055;C_059
THF@Ca,C,294.45,1,C_057
THF@Ca,C,295.06,4,C_058;C_056;C_060;C_062
THFn@CaH2,Ca,425.99,1,Ca_041
THFn@CaH2,Ca,426.10,1,Ca_033
THFn@CaH2,Ca,426.11,1,Ca_030
THFn@CaH2,Ca,426.15,1,Ca_026
THFn@CaH2,Ca,426.19,1,Ca_008
THFn@CaH2,Ca,426.20,1,Ca_024
THFn@CaH2,Ca,426.21,7,Ca_029;Ca_027;Ca_028;Ca_017;Ca_023;Ca_022;Ca_042
THFn@CaH2,Ca,426.22,1,Ca_021
THFn@CaH2,Ca,426.23,3,Ca_014;Ca_020;Ca_025
THFn@CaH2,Ca,426.24,2,Ca_036;Ca_018
THFn@CaH2,Ca,426.25,3,Ca_019;Ca_031;Ca_034
THFn@CaH2,Ca,426.26,1,Ca_013
THFn@CaH2,Ca,426.27,1,Ca_032
THFn@CaH2,Ca,426.29,1,Ca_006
THFn@CaH2,Ca,426.32,2,Ca_043;Ca_016
THFn@CaH2,Ca,426.33,2,Ca_005;Ca_007
THFn@CaH2,Ca,426.34,1,Ca_035
THFn@CaH2,Ca,426.36,1,Ca_015
THFn@CaH2,Ca,426.37,1,Ca_044
THFn@CaH2,Ca,426.57,1,Ca_012
THFn@CaH2,Ca,426.58,1,Ca_040
THFn@CaH2,Ca,426.61,1,Ca_045
THFn@CaH2,Ca,426.63,1,Ca_009
THFn@CaH2,Ca,426.64,1,Ca_038
THFn@CaH2,Ca,426.65,3,Ca_003;Ca_047;Ca_039
THFn@CaH2,Ca,426.66,1,Ca_001
THFn@CaH2,Ca,426.67,2,Ca_004;Ca_010
THFn@CaH2,Ca,426.69,1,Ca_011
THFn@CaH2,Ca,426.70,1,Ca_046
THFn@CaH2,Ca,426.71,1,Ca_037
THFn@CaH2,Ca,426.75,1,Ca_048
THFn@CaH2,Ca,426.83,1,Ca_002
THFn@CaH2,O,543.31,1,O_199
THFn@CaH2,O,543.66,1,O_197
THFn@CaH2,O,543.72,1,O_202
THFn@CaH2,O,543.75,1,O_200
THFn@CaH2,O,544.17,1,O_201
THFn@CaH2,O,544.24,1,O_198
THFn@CaH2,C,293.39,1,C_194
THFn@CaH2,C,293.45,2,C_182;C_186
THFn@CaH2,C,293.58,1,C_183
THFn@CaH2,C,293.60,1,C_190
THFn@CaH2,C,293.67,1,C_191
THFn@CaH2,C,293.68,1,C_195
THFn@CaH2,C,293.83,1,C_187
THFn@CaH2,C,294.71,1,C_193
THFn@CaH2,C,294.82,1,C_189
THFn@CaH2,C,294.84,1,C_181
THFn@CaH2,C,294.95,1,C_185
THFn@CaH2,C,295.05,1,C_184
THFn@CaH2,C,295.06,1,C_188
THFn@CaH2,C,295.10,1,C_192
THFn@CaH2,C,295.11,1,C_196
THFn@CaO_OH2,Ca,425.64,1,Ca_007
THFn@CaO_OH2,Ca,425.68,1,Ca_028
THFn@CaO_OH2,Ca,425.72,2,Ca_002;Ca_032
THFn@CaO_OH2,Ca,425.73,1,Ca_035
THFn@CaO_OH2,Ca,425.74,2,Ca_029;Ca_030
THFn@CaO_OH2,Ca,425.75,2,Ca_031;Ca_033
THFn@CaO_OH2,Ca,425.76,3,Ca_036;Ca_009;Ca_034
THFn@CaO_OH2,Ca,425.77,1,Ca_027
THFn@CaO_OH2,Ca,425.78,1,Ca_025
THFn@CaO_OH2,Ca,425.79,1,Ca_020
THFn@CaO_OH2,Ca,425.80,1,Ca_021
THFn@CaO_OH2,Ca,425.81,6,Ca_006;Ca_026;Ca_019;Ca_023;Ca_005;Ca_008
THFn@CaO_OH2,Ca,425.82,2,Ca_053;Ca_022
THFn@CaO_OH2,Ca,425.83,2,Ca_003;Ca_024
THFn@CaO_OH2,Ca,425.87,2,Ca_051;Ca_004
THFn@CaO_OH2,Ca,425.89,2,Ca_048;Ca_001
THFn@CaO_OH2,Ca,425.90,2,Ca_049;Ca_052
THFn@CaO_OH2,Ca,425.91,1,Ca_054
THFn@CaO_OH2,Ca,425.92,1,Ca_047
THFn@CaO_OH2,Ca,425.93,1,Ca_046
THFn@CaO_OH2,Ca,425.96,1,Ca_050
THFn@CaO_OH2,Ca,426.63,1,Ca_018
THFn@CaO_OH2,Ca,426.74,1,Ca_012
THFn@CaO_OH2,Ca,426.77,2,Ca_013;Ca_044
THFn@CaO_OH2,Ca,426.80,2,Ca_016;Ca_011
THFn@CaO_OH2,Ca,426.82,1,Ca_010
THFn@CaO_OH2,Ca,426.86,3,Ca_017;Ca_014;Ca_040
THFn@CaO_OH2,Ca,426.87,1,Ca_042
THFn@CaO_OH2,Ca,426.90,1,Ca_037
THFn@CaO_OH2,Ca,426.94,2,Ca_015;Ca_045
THFn@CaO_OH2,Ca,426.95,1,Ca_039
THFn@CaO_OH2,Ca,426.96,1,Ca_043
THFn@CaO_OH2,Ca,427.00,1,Ca_041
THFn@CaO_OH2,Ca,427.09,1,Ca_038
THFn@CaO_OH2,O,539.04,1,O_055
THFn@CaO_OH2,O,539.13,2,O_059;O_062
THFn@CaO_OH2,O,539.14,1,O_057
THFn@CaO_OH2,O,539.15,1,O_056
THFn@CaO_OH2,O,539.18,1,O_060
THFn@CaO_OH2,O,539.20,1,O_058
THFn@CaO_OH2,O,539.21,2,O_061;O_088
THFn@CaO_OH2,O,539.22,1,O_108
THFn@CaO_OH2,O,539.23,3,O_063;O_083;O_106
THFn@CaO_OH2,O,539.24,1,O_089
THFn@CaO_OH2,O,539.25,4,O_086;O_084;O_101;O_090
THFn@CaO_OH2,O,539.26,3,O_087;O_082;O_102
THFn@CaO_OH2,O,539.27,2,O_104;O_100
THFn@CaO_OH2,O,539.28,2,O_085;O_107
THFn@CaO_OH2,O,539.29,1,O_103
THFn@CaO_OH2,O,539.30,1,O_105
THFn@CaO_OH2,O,539.32,5,O_076;O_073;O_080;O_075;O_077
THFn@CaO_OH2,O,539.33,3,O_074;O_081;O_079
THFn@CaO_OH2,O,539.34,1,O_078
THFn@CaO_OH2,O,539.76,1,O_064
THFn@CaO_OH2,O,540.84,1,O_109
THFn@CaO_OH2,O,540.86,1,O_066
THFn@CaO_OH2,O,540.87,1,O_119
THFn@CaO_OH2,O,540.92,1,O_068
THFn@CaO_OH2,O,540.93,1,O_072
THFn@CaO_OH2,O,541.00,1,O_098
THFn@CaO_OH2,O,541.02,1,O_117
THFn@CaO_OH2,O,541.03,1,O_065
THFn@CaO_OH2,O,541.12,1,O_069
THFn@CaO_OH2,O,541.16,1,O_071
THFn@CaO_OH2,O,541.18,1,O_094
THFn@CaO_OH2,O,541.21,2,O_115;O_093
THFn@CaO_OH2,O,541.22,2,O_123;O_113
THFn@CaO_OH2,O,541.24,1,O_118
THFn@CaO_OH2,O,541.25,2,O_122;O_096
THFn@CaO_OH2,O,541.26,1,O_121
THFn@CaO_OH2,O,541.27,1,O_099
THFn@CaO_OH2,O,541.30,1,O_120
THFn@CaO_OH2,O,541.32,1,O_092
THFn@CaO_OH2,O,541.34,2,O_110;O_126
THFn@CaO_OH2,O,541.35,1,O_097
THFn@CaO_OH2,O,541.37,1,O_125
THFn@CaO_OH2,O,541.38,1,O_095
THFn@CaO_OH2,O,541.41,1,O_114
THFn@CaO_OH2,O,541.42,1,O_091
THFn@CaO_OH2,O,541.46,1,O_111
THFn@CaO_OH2,O,541.52,2,O_112;O_070
THFn@CaO_OH2,O,541.56,1,O_116
THFn@CaO_OH2,O,541.84,1,O_067
THFn@CaO_OH2,O,542.18,1,O_124
THFn@CaO_OH2,O,543.15,1,O_129
THFn@CaO_OH2,O,543.68,1,O_131
THFn@CaO_OH2,O,543.74,2,O_128;O_130
THFn@CaO_OH2,O,543.92,1,O_127
THFn@CaO_OH2,O,544.09,1,O_132
THFn@CaO_OH2,C,293.31,1,C_210
THFn@CaO_OH2,C,293.34,1,C_218
THFn@CaO_OH2,C,293.35,1,C_206
THFn@CaO_OH2,C,293.37,1,C_214
THFn@CaO_OH2,C,293.41,1,C_215
THFn@CaO_OH2,C,293.44,1,C_219
THFn@CaO_OH2,C,293.46,1,C_211
THFn@CaO_OH2,C,293.49,1,C_207
THFn@CaO_OH2,C,294.49,1,C_213
THFn@CaO_OH2,C,294.57,1,C_217
THFn@CaO_OH2,C,294.64,1,C_205
THFn@CaO_OH2,C,294.66,1,C_209
THFn@CaO_OH2,C,294.75,1,C_212
THFn@CaO_OH2,C,294.92,1,C_216
THFn@CaO_OH2,C,294.97,1,C_208
THFn@CaO_OH2,C,295.03,1,C_220
THFn@CaO,Ca,425.69,2,Ca_046;Ca_005
THFn@CaO,Ca,425.86,2,Ca_050;Ca_001
THFn@CaO,Ca,425.87,2,Ca_009;Ca_054
THFn@CaO,Ca,425.96,2,Ca_051;Ca_003
THFn@CaO,Ca,425.97,2,Ca_028;Ca_023
THFn@CaO,Ca,425.98,4,Ca_027;Ca_019;Ca_036;Ca_032
THFn@CaO,Ca,425.99,6,Ca_053;Ca_006;Ca_049;Ca_002;Ca_048;Ca_007
THFn@CaO,Ca,426.01,2,Ca_029;Ca_022
THFn@CaO,Ca,426.05,6,Ca_035;Ca_021;Ca_033;Ca_024;Ca_025;Ca_030
THFn@CaO,Ca,426.06,2,Ca_026;Ca_034
THFn@CaO,Ca,426.10,2,Ca_031;Ca_020
THFn@CaO,Ca,426.26,2,Ca_004;Ca_047
THFn@CaO,Ca,426.27,2,Ca_008;Ca_052
