System,Atom,BE,N,Atoms
CO2@Ca,Ca,426.47,5,Ca_006;Ca_046;Ca_048;Ca_047;Ca_005
CO2@Ca,Ca,426.48,8,Ca_049;Ca_051;Ca_002;Ca_003;Ca_009;Ca_008;Ca_052;Ca_054
CO2@Ca,Ca,426.53,2,Ca_035;Ca_025
CO2@Ca,Ca,426.54,10,Ca_029;Ca_027;Ca_026;Ca_028;Ca_023;Ca_036;Ca_022;Ca_034;Ca_024;Ca_030
CO2@Ca,Ca,426.55,6,Ca_019;Ca_021;Ca_031;Ca_033;Ca_032;Ca_020
CO2@Ca,Ca,426.57,4,Ca_053;Ca_050;Ca_007;Ca_001
CO2@Ca,Ca,426.91,4,Ca_037;Ca_014;Ca_011;Ca_040
CO2@Ca,Ca,426.92,1,Ca_039
CO2@Ca,Ca,426.93,6,Ca_043;Ca_041;Ca_015;Ca_017;Ca_038;Ca_013
CO2@Ca,Ca,426.94,3,Ca_012;Ca_010;Ca_042
CO2@Ca,O,541.04,4,O_057;O_060;O_059;O_058
CO2@Ca,C,293.47,2,C_055;C_056
CO2@CaH2,Ca,426.94,1,Ca_006
CO2@CaH2,Ca,427.00,2,Ca_003;Ca_009
CO2@CaH2,Ca,427.03,1,Ca_038
CO2@CaH2,Ca,427.04,1,Ca_040
CO2@CaH2,Ca,427.07,1,Ca_010
CO2@CaH2,Ca,427.08,5,Ca_037;Ca_048;Ca_047;Ca_045;Ca_039
CO2@CaH2,Ca,427.09,2,Ca_012;Ca_004
CO2@CaH2,Ca,427.10,1,Ca_014
CO2@CaH2,Ca,427.13,1,Ca_011
CO2@CaH2,Ca,427.16,1,Ca_046
CO2@CaH2,Ca,427.17,2,Ca_026;Ca_017
CO2@CaH2,Ca,427.18,2,Ca_005;Ca_020
CO2@CaH2,Ca,427.19,2,Ca_027;Ca_001
CO2@CaH2,Ca,427.20,1,Ca_022
CO2@CaH2,Ca,427.21,1,Ca_008
CO2@CaH2,Ca,427.22,2,Ca_028;Ca_024
CO2@CaH2,Ca,427.23,6,Ca_019;Ca_023;Ca_021;Ca_031;Ca_007;Ca_032
CO2@CaH2,Ca,427.24,2,Ca_029;Ca_030
CO2@CaH2,Ca,427.25,2,Ca_033;Ca_034
CO2@CaH2,Ca,427.26,5,Ca_043;Ca_041;Ca_036;Ca_042;Ca_044
CO2@CaH2,Ca,427.27,3,Ca_015;Ca_035;Ca_013
CO2@CaH2,Ca,427.28,1,Ca_025
CO2@CaH2,Ca,427.30,1,Ca_002
CO2@CaH2,Ca,427.33,1,Ca_016
CO2@CaH2,Ca,427.37,1,Ca_018
CO2@CaH2,O,542.41,1,O_149
CO2@CaH2,O,542.52,1,O_150
CO2@CaH2,O,544.90,1,O_148
CO2@CaH2,O,545.08,1,O_147
CO2@CaH2,C,295.22,1,C_146
CO2@CaH2,C,296.65,1,C_145
CO2@CaO,Ca,427.03,8,Ca_050;Ca_051;Ca_004;Ca_048;Ca_047;Ca_005;Ca_007;Ca_008
CO2@CaO,Ca,427.04,2,Ca_003;Ca_052
CO2@CaO,Ca,427.05,4,Ca_053;Ca_002;Ca_054;Ca_001
CO2@CaO,Ca,427.06,4,Ca_006;Ca_049;Ca_046;Ca_009
CO2@CaO,Ca,427.16,10,Ca_027;Ca_028;Ca_023;Ca_021;Ca_031;Ca_022;Ca_033;Ca_032;Ca_034;Ca_024
CO2@CaO,Ca,427.17,8,Ca_029;Ca_026;Ca_019;Ca_035;Ca_036;Ca_020;Ca_025;Ca_030
CO2@CaO,Ca,427.33,8,Ca_043;Ca_037;Ca_012;Ca_017;Ca_038;Ca_018;Ca_011;Ca_044
CO2@CaO,Ca,427.35,4,Ca_016;Ca_010;Ca_045;Ca_039
CO2@CaO,Ca,427.37,4,Ca_041;Ca_015;Ca_014;Ca_040
CO2@CaO,Ca,427.42,2,Ca_042;Ca_013
CO2@CaO,O,539.96,4,O_072;O_094;O_091;O_069
CO2@CaO,O,539.98,2,O_097;O_066
CO2@CaO,O,540.04,4,O_098;O_099;O_065;O_064
CO2@CaO,O,540.09,8,O_068;O_093;O_067;O_092;O_070;O_071;O_096;O_095
CO2@CaO,O,540.69,12,O_057;O_063;O_103;O_060;O_101;O_056;O_104;O_100;O_059;O_107;O_062;O_106
CO2@CaO,O,540.70,6,O_105;O_102;O_061;O_108;O_055;O_058
CO2@CaO,O,540.80,10,O_076;O_087;O_086;O_084;O_078;O_073;O_079;O_085;O_077;O_090
CO2@CaO,O,540.81,8,O_074;O_083;O_081;O_082;O_089;O_088;O_080;O_075
CO2@CaO,O,545.07,4,O_112;O_111;O_110;O_109
CO2@CaO,C,296.64,2,C_113;C_114
CO2@CaO_OH2,Ca,427.03,15,Ca_029;Ca_027;Ca_026;Ca_019;Ca_035;Ca_023;Ca_021;Ca_036;Ca_031;Ca_022;Ca_033;Ca_020;Ca_024;Ca_025;Ca_030
CO2@CaO_OH2,Ca,427.04,3,Ca_028;Ca_032;Ca_034
CO2@CaO_OH2,Ca,427.12,8,Ca_006;Ca_002;Ca_046;Ca_003;Ca_005;Ca_007;Ca_008;Ca_001
CO2@CaO_OH2,Ca,427.13,9,Ca_053;Ca_050;Ca_051;Ca_004;Ca_009;Ca_048;Ca_047;Ca_052;Ca_054
CO2@CaO_OH2,Ca,427.14,1,Ca_049
CO2@CaO_OH2,Ca,427.47,1,Ca_039
CO2@CaO_OH2,Ca,427.48,3,Ca_043;Ca_037;Ca_040
CO2@CaO_OH2,Ca,427.49,3,Ca_014;Ca_042;Ca_045
CO2@CaO_OH2,Ca,427.50,2,Ca_041;Ca_044
CO2@CaO_OH2,Ca,427.51,1,Ca_013
CO2@CaO_OH2,Ca,427.52,4,Ca_017;Ca_016;Ca_010;Ca_011
CO2@CaO_OH2,Ca,427.53,3,Ca_012;Ca_038;Ca_018
CO2@CaO_OH2,Ca,427.57,1,Ca_015
CO2@CaO_OH2,O,540.81,1,O_060
CO2@CaO_OH2,O,540.82,4,O_057;O_063;O_056;O_062
CO2@CaO_OH2,O,540.83,4,O_061;O_055;O_059;O_058
CO2@CaO_OH2,O,540.85,1,O_101
CO2@CaO_OH2,O,540.86,4,O_105;O_108;O_104;O_107
CO2@CaO_OH2,O,540.87,2,O_100;O_106
CO2@CaO_OH2,O,540.88,2,O_103;O_102
CO2@CaO_OH2,O,541.00,8,O_087;O_083;O_082;O_084;O_089;O_088;O_085;O_090
CO2@CaO_OH2,O,541.01,8,O_074;O_086;O_081;O_073;O_079;O_080;O_075;O_077
CO2@CaO_OH2,O,541.02,2,O_076;O_078
CO2@CaO_OH2,O,542.38,1,O_123
CO2@CaO_OH2,O,542.39,2,O_110;O_126
CO2@CaO_OH2,O,542.40,2,O_120;O_116
CO2@CaO_OH2,O,542.42,2,O_121;O_113
CO2@CaO_OH2,O,542.44,1,O_124
CO2@CaO_OH2,O,542.45,2,O_111;O_118
CO2@CaO_OH2,O,542.46,2,O_115;O_109
CO2@CaO_OH2,O,542.47,2,O_122;O_125
CO2@CaO_OH2,O,542.48,3,O_112;O_119;O_117
CO2@CaO_OH2,O,542.49,1,O_114
CO2@CaO_OH2,O,542.53,3,O_067;O_071;O_069
CO2@CaO_OH2,O,542.54,3,O_068;O_070;O_064
CO2@CaO_OH2,O,542.55,1,O_072
CO2@CaO_OH2,O,542.56,1,O_065
CO2@CaO_OH2,O,542.58,1,O_066
CO2@CaO_OH2,O,542.59,4,O_092;O_099;O_091;O_096
CO2@CaO_OH2,O,542.60,3,O_097;O_093;O_094
CO2@CaO_OH2,O,542.61,1,O_095
CO2@CaO_OH2,O,542.63,1,O_098
CO2@CaO_OH2,O,545.13,2,O_128;O_127
CO2@CaO_OH2,O,545.20,1,O_129
CO2@CaO_OH2,O,545.23,1,O_130
CO2@CaO_OH2,C,296.65,1,C_167
CO2@CaO_OH2,C,296.69,1,C_168
THF@CaH2,Ca,427.02,1,Ca_047
THF@CaH2,Ca,427.04,2,Ca_046;Ca_001
THF@CaH2,Ca,427.05,3,Ca_002;Ca_004;Ca_048
THF@CaH2,Ca,427.06,5,Ca_012;Ca_003;Ca_010;Ca_038;Ca_045
THF@CaH2,Ca,427.07,3,Ca_037;Ca_009;Ca_040
THF@CaH2,Ca,427.13,1,Ca_039
THF@CaH2,Ca,427.14,1,Ca_011
THF@CaH2,Ca,427.24,2,Ca_017;Ca_031
THF@CaH2,Ca,427.25,3,Ca_021;Ca_020;Ca_030
THF@CaH2,Ca,427.26,9,Ca_029;Ca_026;Ca_019;Ca_018;Ca_022;Ca_033;Ca_032;Ca_024;Ca_025
THF@CaH2,Ca,427.27,1,Ca_028
THF@CaH2,Ca,427.28,3,Ca_014;Ca_035;Ca_044
THF@CaH2,Ca,427.29,6,Ca_015;Ca_016;Ca_036;Ca_007;Ca_034;Ca_013
THF@CaH2,Ca,427.30,5,Ca_043;Ca_006;Ca_027;Ca_005;Ca_008
THF@CaH2,Ca,427.31,3,Ca_041;Ca_023;Ca_042
THF@CaH2,C,294.43,2,C_161;C_167
THF@CaH2,C,294.44,1,C_163
THF@CaH2,C,294.46,1,C_165
THF@CaH2,C,295.65,1,C_164
THF@CaH2,C,295.68,2,C_168;C_162
THF@CaH2,C,295.69,1,C_166
THF@CaH2,O,545.21,1,O_169
THF@CaH2,O,545.22,1,O_170
THF@CaO_OH2,Ca,427.04,5,Ca_029;Ca_035;Ca_036;Ca_031;Ca_032
THF@CaO_OH2,Ca,427.05,9,Ca_027;Ca_026;Ca_028;Ca_023;Ca_022;Ca_033;Ca_034;Ca_024;Ca_030
THF@CaO_OH2,Ca,427.06,4,Ca_019;Ca_021;Ca_020;Ca_025
THF@CaO_OH2,Ca,427.12,2,Ca_006;Ca_050
THF@CaO_OH2,Ca,427.14,4,Ca_003;Ca_009;Ca_047;Ca_001
THF@CaO_OH2,Ca,427.15,10,Ca_053;Ca_049;Ca_051;Ca_002;Ca_046;Ca_004;Ca_048;Ca_005;Ca_007;Ca_008
THF@CaO_OH2,Ca,427.16,2,Ca_052;Ca_054
THF@CaO_OH2,Ca,427.48,2,Ca_015;Ca_039
THF@CaO_OH2,Ca,427.50,1,Ca_038
THF@CaO_OH2,Ca,427.52,1,Ca_043
THF@CaO_OH2,Ca,427.53,3,Ca_014;Ca_045;Ca_044
THF@CaO_OH2,Ca,427.54,7,Ca_037;Ca_012;Ca_041;Ca_016;Ca_010;Ca_042;Ca_040
THF@CaO_OH2,Ca,427.55,3,Ca_017;Ca_018;Ca_011
THF@CaO_OH2,Ca,427.56,1,Ca_013
THF@CaO_OH2,O,540.81,2,O_063;O_105
THF@CaO_OH2,O,540.82,7,O_057;O_108;O_104;O_100;O_107;O_062;O_058
THF@CaO_OH2,O,540.83,6,O_103;O_061;O_101;O_056;O_055;O_106
THF@CaO_OH2,O,540.84,2,O_102;O_059
THF@CaO_OH2,O,540.85,1,O_060
THF@CaO_OH2,O,540.98,1,O_077
THF@CaO_OH2,O,540.99,15,O_076;O_074;O_087;O_086;O_083;O_081;O_082;O_078;O_073;O_089;O_088;O_079;O_080;O_075;O_090
THF@CaO_OH2,O,541.00,2,O_084;O_085
THF@CaO_OH2,O,542.28,1,O_072
THF@CaO_OH2,O,542.29,1,O_109
THF@CaO_OH2,O,542.31,4,O_111;O_110;O_119;O_113
THF@CaO_OH2,O,542.32,2,O_115;O_112
THF@CaO_OH2,O,542.33,3,O_118;O_125;O_095
THF@CaO_OH2,O,542.34,1,O_117
THF@CaO_OH2,O,542.35,3,O_122;O_124;O_120
THF@CaO_OH2,O,542.38,1,O_114
THF@CaO_OH2,O,542.40,2,O_123;O_116
THF@CaO_OH2,O,542.41,1,O_126
THF@CaO_OH2,O,542.45,1,O_121
THF@CaO_OH2,O,542.53,1,O_066
THF@CaO_OH2,O,542.55,1,O_070
THF@CaO_OH2,O,542.58,4,O_098;O_067;O_071;O_064
THF@CaO_OH2,O,542.59,1,O_068
THF@CaO_OH2,O,542.60,1,O_065
THF@CaO_OH2,O,542.61,1,O_069
THF@CaO_OH2,O,542.63,4,O_093;O_099;O_091;O_096
THF@CaO_OH2,O,542.64,2,O_097;O_094
THF@CaO_OH2,O,542.66,1,O_092
THF@CaO_OH2,O,544.74,1,O_128
THF@CaO_OH2,O,544.77,1,O_127
THF@CaO_OH2,C,294.33,2,C_183;C_181
THF@CaO_OH2,C,294.34,2,C_187;C_185
THF@CaO_OH2,C,295.51,1,C_188
THF@CaO_OH2,C,295.53,2,C_182;C_186
THF@CaO_OH2,C,295.55,1,C_184
THF@CaO,Ca,426.92,2,Ca_006;Ca_049
THF@CaO,Ca,426.93,4,Ca_047;Ca_008;Ca_054;Ca_001
THF@CaO,Ca,426.94,4,Ca_050;Ca_046;Ca_009;Ca_005
THF@CaO,Ca,426.95,8,Ca_053;Ca_051;Ca_002;Ca_003;Ca_004;Ca_048;Ca_007;Ca_052
THF@CaO,Ca,427.10,4,Ca_037;Ca_010;Ca_018;Ca_045
THF@CaO,Ca,427.11,4,Ca_043;Ca_012;Ca_016;Ca_039
THF@CaO,Ca,427.15,2,Ca_023;Ca_032
THF@CaO,Ca,427.17,18,Ca_029;Ca_027;Ca_026;Ca_015;Ca_019;Ca_028;Ca_035;Ca_021;Ca_036;Ca_031;Ca_042;Ca_034;Ca_020;Ca_013;Ca_024;Ca_025;Ca_030;Ca_040
THF@CaO,Ca,427.18,4,Ca_017;Ca_038;Ca_022;Ca_033
THF@CaO,Ca,427.19,2,Ca_011;Ca_044
THF@CaO,Ca,427.20,2,Ca_041;Ca_014
THF@CaO,O,539.79,6,O_093;O_067;O_099;O_070;O_096;O_064
THF@CaO,O,539.81,4,O_098;O_097;O_066;O_065
THF@CaO,O,539.83,2,O_092;O_071
THF@CaO,O,539.84,6,O_072;O_068;O_094;O_091;O_095;O_069
THF@CaO,O,540.44,2,O_104;O_059
THF@CaO,O,540.48,8,O_057;O_063;O_102;O_061;O_108;O_055;O_100;O_106
THF@CaO,O,540.49,4,O_105;O_103;O_060;O_058
THF@CaO,O,540.50,4,O_101;O_056;O_107;O_062
THF@CaO,O,540.63,8,O_076;O_074;O_087;O_086;O_073;O_089;O_077;O_090
THF@CaO,O,540.64,6,O_081;O_082;O_078;O_088;O_075;O_085
THF@CaO,O,540.65,4,O_083;O_084;O_079;O_080
THF@CaO,O,544.88,2,O_110;O_109
THF@CaO,C,294.36,4,C_113;C_117;C_115;C_111
THF@CaO,C,295.52,4,C_114;C_118;C_116;C_112
THF@Ca,Ca,426.47,4,Ca_053;Ca_002;Ca_003;Ca_052
THF@Ca,Ca,426.48,14,Ca_006;Ca_050;Ca_049;Ca_051;Ca_046;Ca_004;Ca_009;Ca_048;Ca_047;Ca_005;Ca_007;Ca_008;Ca_054;Ca_001
THF@Ca,Ca,426.54,18,Ca_029;Ca_027;Ca_026;Ca_019;Ca_028;Ca_035;Ca_023;Ca_021;Ca_036;Ca_031;Ca_022;Ca_033;Ca_032;Ca_034;Ca_020;Ca_024;Ca_025;Ca_030
THF@Ca,Ca,426.87,4,Ca_017;Ca_038;Ca_011;Ca_044
THF@Ca,Ca,426.88,2,Ca_041;Ca_014
THF@Ca,Ca,426.91,4,Ca_015;Ca_042;Ca_013;Ca_040
THF@Ca,Ca,426.93,8,Ca_043;Ca_037;Ca_012;Ca_016;Ca_010;Ca_018;Ca_045;Ca_039
THF@Ca,O,544.56,2,O_063;O_064
THF@Ca,C,294.48,4,C_057;C_061;C_055;C_059
THF@Ca,C,295.11,4,C_058;C_056;C_060;C_062
THFn@CaH2,Ca,426.94,1,Ca_040
THFn@CaH2,Ca,426.99,2,Ca_003;Ca_045
THFn@CaH2,Ca,427.00,2,Ca_036;Ca_047
THFn@CaH2,Ca,427.03,1,Ca_012
THFn@CaH2,Ca,427.05,1,Ca_011
THFn@CaH2,Ca,427.06,1,Ca_001
THFn@CaH2,Ca,427.07,3,Ca_004;Ca_009;Ca_039
THFn@CaH2,Ca,427.09,2,Ca_010;Ca_042
THFn@CaH2,Ca,427.10,1,Ca_041
THFn@CaH2,Ca,427.14,1,Ca_038
THFn@CaH2,Ca,427.15,1,Ca_048
THFn@CaH2,Ca,427.17,1,Ca_033
THFn@CaH2,Ca,427.20,2,Ca_026;Ca_024
THFn@CaH2,Ca,427.21,4,Ca_037;Ca_031;Ca_008;Ca_020
THFn@CaH2,Ca,427.23,3,Ca_019;Ca_028;Ca_014
THFn@CaH2,Ca,427.24,2,Ca_027;Ca_023
THFn@CaH2,Ca,427.25,1,Ca_021
THFn@CaH2,Ca,427.26,4,Ca_029;Ca_032;Ca_034;Ca_030
THFn@CaH2,Ca,427.27,5,Ca_017;Ca_002;Ca_016;Ca_022;Ca_025
THFn@CaH2,Ca,427.28,1,Ca_007
THFn@CaH2,Ca,427.29,1,Ca_013
THFn@CaH2,Ca,427.30,2,Ca_015;Ca_005
THFn@CaH2,Ca,427.31,3,Ca_006;Ca_035;Ca_046
THFn@CaH2,Ca,427.32,2,Ca_043;Ca_018
THFn@CaH2,Ca,427.34,1,Ca_044
THFn@CaH2,O,544.29,1,O_199
THFn@CaH2,O,544.52,1,O_202
THFn@CaH2,O,544.55,1,O_197
THFn@CaH2,O,544.65,1,O_200
THFn@CaH2,O,545.15,1,O_201
THFn@CaH2,O,545.22,1,O_198
THFn@CaH2,C,294.21,1,C_183
THFn@CaH2,C,294.23,2,C_191;C_186
THFn@CaH2,C,294.26,1,C_194
THFn@CaH2,C,294.30,1,C_195
THFn@CaH2,C,294.32,1,C_182
THFn@CaH2,C,294.41,1,C_187
THFn@CaH2,C,294.42,1,C_190
THFn@CaH2,C,295.48,1,C_193
THFn@CaH2,C,295.55,2,C_189;C_181
THFn@CaH2,C,295.56,1,C_196
THFn@CaH2,C,295.58,1,C_184
THFn@CaH2,C,295.61,1,C_188
THFn@CaH2,C,295.62,1,C_185
THFn@CaH2,C,295.65,1,C_192
THFn@CaO_OH2,Ca,426.99,1,Ca_028
THFn@CaO_OH2,Ca,427.00,2,Ca_027;Ca_007
THFn@CaO_OH2,Ca,427.01,6,Ca_019;Ca_035;Ca_021;Ca_032;Ca_020;Ca_025
THFn@CaO_OH2,Ca,427.02,7,Ca_029;Ca_026;Ca_023;Ca_022;Ca_033;Ca_024;Ca_030
THFn@CaO_OH2,Ca,427.03,3,Ca_036;Ca_031;Ca_034
THFn@CaO_OH2,Ca,427.06,1,Ca_053
THFn@CaO_OH2,Ca,427.08,1,Ca_002
THFn@CaO_OH2,Ca,427.09,2,Ca_051;Ca_009
THFn@CaO_OH2,Ca,427.11,1,Ca_052
THFn@CaO_OH2,Ca,427.12,4,Ca_006;Ca_049;Ca_048;Ca_054
THFn@CaO_OH2,Ca,427.13,2,Ca_005;Ca_008
THFn@CaO_OH2,Ca,427.14,1,Ca_047
THFn@CaO_OH2,Ca,427.15,3,Ca_046;Ca_003;Ca_004
THFn@CaO_OH2,Ca,427.16,1,Ca_050
THFn@CaO_OH2,Ca,427.19,1,Ca_001
THFn@CaO_OH2,Ca,427.34,1,Ca_018
THFn@CaO_OH2,Ca,427.39,1,Ca_044
THFn@CaO_OH2,Ca,427.45,2,Ca_042;Ca_013
THFn@CaO_OH2,Ca,427.46,2,Ca_037;Ca_040
THFn@CaO_OH2,Ca,427.47,1,Ca_039
THFn@CaO_OH2,Ca,427.48,2,Ca_012;Ca_016
THFn@CaO_OH2,Ca,427.50,1,Ca_045
THFn@CaO_OH2,Ca,427.51,2,Ca_041;Ca_014
THFn@CaO_OH2,Ca,427.52,2,Ca_015;Ca_017
THFn@CaO_OH2,Ca,427.53,2,Ca_043;Ca_011
THFn@CaO_OH2,Ca,427.55,1,Ca_010
THFn@CaO_OH2,Ca,427.56,1,Ca_038
THFn@CaO_OH2,O,540.73,1,O_055
THFn@CaO_OH2,O,540.81,1,O_059
THFn@CaO_OH2,O,540.82,3,O_057;O_108;O_062
THFn@CaO_OH2,O,540.83,2,O_056;O_106
THFn@CaO_OH2,O,540.85,2,O_060;O_101
THFn@CaO_OH2,O,540.86,3,O_102;O_104;O_100
THFn@CaO_OH2,O,540.87,1,O_107
THFn@CaO_OH2,O,540.88,1,O_058
THFn@CaO_OH2,O,540.89,2,O_103;O_061
THFn@CaO_OH2,O,540.90,1,O_105
THFn@CaO_OH2,O,540.91,1,O_063
THFn@CaO_OH2,O,540.98,1,O_088
THFn@CaO_OH2,O,541.00,1,O_083
THFn@CaO_OH2,O,541.01,1,O_089
THFn@CaO_OH2,O,541.02,5,O_086;O_084;O_075;O_077;O_090
THFn@CaO_OH2,O,541.03,7,O_076;O_074;O_087;O_081;O_082;O_073;O_080
THFn@CaO_OH2,O,541.04,2,O_079;O_085
THFn@CaO_OH2,O,541.05,1,O_078
THFn@CaO_OH2,O,541.29,1,O_064
THFn@CaO_OH2,O,542.06,1,O_109
THFn@CaO_OH2,O,542.11,1,O_115
THFn@CaO_OH2,O,542.20,1,O_118
THFn@CaO_OH2,O,542.24,1,O_119
THFn@CaO_OH2,O,542.31,1,O_117
THFn@CaO_OH2,O,542.39,2,O_121;O_066
THFn@CaO_OH2,O,542.41,1,O_098
THFn@CaO_OH2,O,542.43,1,O_068
THFn@CaO_OH2,O,542.45,1,O_072
THFn@CaO_OH2,O,542.46,2,O_110;O_125
THFn@CaO_OH2,O,542.48,1,O_111
THFn@CaO_OH2,O,542.53,1,O_122
THFn@CaO_OH2,O,542.54,1,O_065
THFn@CaO_OH2,O,542.55,1,O_113
THFn@CaO_OH2,O,542.58,1,O_094
THFn@CaO_OH2,O,542.59,1,O_120
THFn@CaO_OH2,O,542.61,2,O_093;O_114
THFn@CaO_OH2,O,542.63,1,O_069
THFn@CaO_OH2,O,542.66,1,O_096
THFn@CaO_OH2,O,542.67,1,O_071
THFn@CaO_OH2,O,542.68,2,O_123;O_099
THFn@CaO_OH2,O,542.71,1,O_116
THFn@CaO_OH2,O,542.72,2,O_097;O_092
THFn@CaO_OH2,O,542.74,1,O_126
THFn@CaO_OH2,O,542.76,1,O_112
THFn@CaO_OH2,O,542.79,1,O_095
THFn@CaO_OH2,O,542.81,1,O_091
THFn@CaO_OH2,O,543.00,1,O_070
THFn@CaO_OH2,O,543.27,1,O_067
THFn@CaO_OH2,O,543.61,1,O_124
THFn@CaO_OH2,O,544.00,1,O_132
THFn@CaO_OH2,O,544.23,1,O_129
THFn@CaO_OH2,O,544.29,1,O_127
THFn@CaO_OH2,O,544.35,1,O_130
THFn@CaO_OH2,O,544.67,1,O_131
THFn@CaO_OH2,O,544.82,1,O_128
THFn@CaO_OH2,C,294.21,1,C_218
THFn@CaO_OH2,C,294.22,1,C_215
THFn@CaO_OH2,C,294.25,1,C_219
THFn@CaO_OH2,C,294.29,1,C_211
THFn@CaO_OH2,C,294.30,1,C_214
THFn@CaO_OH2,C,294.32,1,C_206
THFn@CaO_OH2,C,294.33,1,C_210
THFn@CaO_OH2,C,294.34,1,C_207
THFn@CaO_OH2,C,295.28,1,C_213
THFn@CaO_OH2,C,295.34,1,C_220
THFn@CaO_OH2,C,295.40,2,C_212;C_217
THFn@CaO_OH2,C,295.43,1,C_216
THFn@CaO_OH2,C,295.46,1,C_208
THFn@CaO_OH2,C,295.49,1,C_205
THFn@CaO_OH2,C,295.50,1,C_209
THFn@CaO,Ca,426.81,2,Ca_046;Ca_005
THFn@CaO,Ca,426.91,4,Ca_050;Ca_009;Ca_054;Ca_001
THFn@CaO,Ca,426.95,2,Ca_051;Ca_003
THFn@CaO,Ca,426.99,4,Ca_006;Ca_049;Ca_002;Ca_048
THFn@CaO,Ca,427.00,8,Ca_053;Ca_027;Ca_019;Ca_028;Ca_023;Ca_036;Ca_007;Ca_032
THFn@CaO,Ca,427.01,2,Ca_029;Ca_022
THFn@CaO,Ca,427.02,4,Ca_035;Ca_024;Ca_025;Ca_030
THFn@CaO,Ca,427.03,4,Ca_026;Ca_021;Ca_033;Ca_034
THFn@CaO,Ca,427.04,2,Ca_031;Ca_020
THFn@CaO,Ca,427.16,4,Ca_004;Ca_047;Ca_008;Ca_052
THFn@CaO,Ca,427.35,4,Ca_015;Ca_016;Ca_039;Ca_044
THFn@CaO,Ca,427.40,6,Ca_037;Ca_041;Ca_014;Ca_010;Ca_011;Ca_040
THFn@CaO,Ca,427.51,4,Ca_043;Ca_012;Ca_017;Ca_042
THFn@CaO,Ca,427.56,2,Ca_018;Ca_045
THFn@CaO,Ca,427.76,2,Ca_038;Ca_013
THFn@CaO,C,293.86,4,C_129;C_125;C_117;C_121
THFn@CaO,C,294.01,4,C_120;C_116;C_124;C_128
THFn@CaO,C,294.83,4,C_126;C_118;C_122;C_130
THFn@CaO,C,295.48,4,C_127;C_119;C_115;C_123
THFn@CaO,O,540.34,2,O_068;O_091
THFn@CaO,O,540.45,2,O_098;O_070
THFn@CaO,O,540.49,4,O_093;O_094;O_065;O_069
THFn@CaO,O,540.60,4,O_072;O_099;O_064;O_095
THFn@CaO,O,540.66,2,O_066;O_096
THFn@CaO,O,540.84,6,O_063;O_108;O_055;O_104;O_100;O_059
THFn@CaO,O,540.91,2,O_103;O_056
THFn@CaO,O,540.92,2,O_086;O_073
THFn@CaO,O,540.94,4,O_081;O_082;O_077;O_090
THFn@CaO,O,540.95,4,O_101;O_088;O_080;O_058
THFn@CaO,O,540.97,2,O_087;O_075
THFn@CaO,O,540.98,4,O_076;O_083;O_084;O_078
THFn@CaO,O,541.01,4,O_060;O_102;O_061;O_107
THFn@CaO,O,541.02,6,O_074;O_057;O_105;O_085;O_062;O_106
THFn@CaO,O,541.03,2,O_089;O_079
THFn@CaO,O,542.02,2,O_111;O_114
THFn@CaO,O,542.03,2,O_112;O_109
THFn@CaO,O,542.50,2,O_097;O_071
THFn@CaO,O,542.51,2,O_067;O_092
THFn@CaO,O,545.06,2,O_110;O_113
THFn@Ca,C,293.69,2,C_056;C_064
THFn@Ca,C,293.70,2,C_068;C_060
THFn@Ca,C,294.09,4,C_069;C_057;C_061;C_065
THFn@Ca,C,295.08,4,C_066;C_070;C_058;C_062
THFn@Ca,C,295.38,4,C_067;C_055;C_063;C_059
THFn@Ca,Ca,426.46,8,Ca_050;Ca_004;Ca_009;Ca_047;Ca_008;Ca_052;Ca_054;Ca_001
THFn@Ca,Ca,426.49,4,Ca_053;Ca_051;Ca_003;Ca_007
THFn@Ca,Ca,426.50,4,Ca_006;Ca_049;Ca_002;Ca_048
THFn@Ca,Ca,426.51,2,Ca_046;Ca_005
THFn@Ca,Ca,426.52,2,Ca_027;Ca_036
THFn@Ca,Ca,426.53,2,Ca_026;Ca_034
THFn@Ca,Ca,426.54,4,Ca_021;Ca_031;Ca_033;Ca_020
THFn@Ca,Ca,426.55,10,Ca_029;Ca_019;Ca_028;Ca_035;Ca_023;Ca_022;Ca_032;Ca_024;Ca_025;Ca_030
THFn@Ca,Ca,426.81,4,Ca_015;Ca_016;Ca_039;Ca_044
THFn@Ca,Ca,426.84,2,Ca_038;Ca_013
THFn@Ca,Ca,426.86,2,Ca_043;Ca_017
THFn@Ca,Ca,426.87,6,Ca_037;Ca_012;Ca_041;Ca_014;Ca_010;Ca_042
THFn@Ca,Ca,426.90,2,Ca_018;Ca_045
THFn@Ca,Ca,426.97,2,Ca_011;Ca_040
THFn@Ca,O,543.70,4,O_112;O_110;O_107;O_109
THFn@Ca,O,544.78,2,O_111;O_108
