System,Atom,BE,N,Atoms
C2H4@Ca,Ca,426.47,12,Ca_053;Ca_050;Ca_049;Ca_002;Ca_003;Ca_004;Ca_009;Ca_047;Ca_007;Ca_008;Ca_054;Ca_001
C2H4@Ca,Ca,426.48,6,Ca_006;Ca_051;Ca_046;Ca_048;Ca_005;Ca_052
C2H4@Ca,Ca,426.53,1,Ca_021
C2H4@Ca,Ca,426.54,17,Ca_029;Ca_027;Ca_026;Ca_019;Ca_028;Ca_035;Ca_023;Ca_036;Ca_031;Ca_022;Ca_033;Ca_032;Ca_034;Ca_020;Ca_024;Ca_025;Ca_030
C2H4@Ca,Ca,426.71,2,Ca_018;Ca_045
C2H4@Ca,Ca,426.91,5,Ca_012;Ca_015;Ca_016;Ca_042;Ca_039
C2H4@Ca,Ca,426.92,6,Ca_043;Ca_041;Ca_017;Ca_014;Ca_010;Ca_044
C2H4@Ca,Ca,426.93,5,Ca_037;Ca_038;Ca_011;Ca_013;Ca_040
C2H4@Ca,C,291.46,2,C_058;C_056
C2H4@Ca,C,291.47,2,C_057;C_055
C2H4@CaH2,Ca,426.88,1,Ca_002
C2H4@CaH2,Ca,426.97,1,Ca_046
C2H4@CaH2,Ca,427.12,1,Ca_011
C2H4@CaH2,Ca,427.13,1,Ca_009
C2H4@CaH2,Ca,427.14,4,Ca_003;Ca_010;Ca_038;Ca_039
C2H4@CaH2,Ca,427.15,6,Ca_037;Ca_004;Ca_047;Ca_045;Ca_001;Ca_040
C2H4@CaH2,Ca,427.16,2,Ca_012;Ca_048
C2H4@CaH2,Ca,427.24,1,Ca_014
C2H4@CaH2,Ca,427.28,2,Ca_018;Ca_008
C2H4@CaH2,Ca,427.29,5,Ca_027;Ca_026;Ca_021;Ca_020;Ca_024
C2H4@CaH2,Ca,427.30,13,Ca_029;Ca_006;Ca_041;Ca_019;Ca_028;Ca_017;Ca_023;Ca_031;Ca_022;Ca_033;Ca_032;Ca_013;Ca_025
C2H4@CaH2,Ca,427.31,1,Ca_030
C2H4@CaH2,Ca,427.32,3,Ca_005;Ca_007;Ca_034
C2H4@CaH2,Ca,427.33,6,Ca_043;Ca_015;Ca_035;Ca_016;Ca_042;Ca_044
C2H4@CaH2,Ca,427.34,1,Ca_036
C2H4@CaH2,C,291.82,1,C_154
C2H4@CaH2,C,291.86,2,C_155;C_153
C2H4@CaH2,C,292.00,1,C_156
C2H4@CaO,Ca,427.00,2,Ca_009;Ca_054
C2H4@CaO,Ca,427.01,2,Ca_053;Ca_007
C2H4@CaO,Ca,427.02,2,Ca_051;Ca_003
C2H4@CaO,Ca,427.03,2,Ca_050;Ca_001
C2H4@CaO,Ca,427.04,4,Ca_046;Ca_005;Ca_008;Ca_052
C2H4@CaO,Ca,427.05,6,Ca_006;Ca_049;Ca_002;Ca_004;Ca_048;Ca_047
C2H4@CaO,Ca,427.09,2,Ca_018;Ca_045
C2H4@CaO,Ca,427.14,2,Ca_027;Ca_036
C2H4@CaO,Ca,427.15,6,Ca_019;Ca_035;Ca_021;Ca_033;Ca_032;Ca_025
C2H4@CaO,Ca,427.16,10,Ca_029;Ca_026;Ca_028;Ca_023;Ca_031;Ca_022;Ca_034;Ca_020;Ca_024;Ca_030
C2H4@CaO,Ca,427.27,2,Ca_038;Ca_013
C2H4@CaO,Ca,427.28,2,Ca_037;Ca_014
C2H4@CaO,Ca,427.29,4,Ca_041;Ca_010;Ca_011;Ca_040
C2H4@CaO,Ca,427.31,4,Ca_012;Ca_016;Ca_042;Ca_044
C2H4@CaO,Ca,427.33,2,Ca_043;Ca_017
C2H4@CaO,Ca,427.34,2,Ca_015;Ca_039
C2H4@CaO,O,540.00,6,O_097;O_068;O_094;O_091;O_065;O_071
C2H4@CaO,O,540.01,2,O_066;O_096
C2H4@CaO,O,540.02,2,O_093;O_069
C2H4@CaO,O,540.03,2,O_067;O_092
C2H4@CaO,O,540.04,4,O_072;O_099;O_064;O_095
C2H4@CaO,O,540.05,2,O_098;O_070
C2H4@CaO,O,540.68,2,O_063;O_108
C2H4@CaO,O,540.71,14,O_057;O_105;O_103;O_061;O_101;O_056;O_055;O_104;O_100;O_059;O_107;O_062;O_058;O_106
C2H4@CaO,O,540.72,2,O_060;O_102
C2H4@CaO,O,540.81,8,O_081;O_082;O_084;O_078;O_088;O_080;O_077;O_090
C2H4@CaO,O,540.82,10,O_076;O_074;O_087;O_086;O_083;O_073;O_089;O_079;O_075;O_085
C2H4@CaO,C,291.97,2,C_109;C_111
C2H4@CaO,C,292.04,2,C_110;C_112
C2H4@CaO_OH2,Ca,427.01,4,Ca_029;Ca_027;Ca_026;Ca_030
C2H4@CaO_OH2,Ca,427.02,14,Ca_019;Ca_028;Ca_035;Ca_023;Ca_021;Ca_036;Ca_031;Ca_022;Ca_033;Ca_032;Ca_034;Ca_020;Ca_024;Ca_025
C2H4@CaO_OH2,Ca,427.11,2,Ca_053;Ca_003
C2H4@CaO_OH2,Ca,427.12,15,Ca_050;Ca_049;Ca_051;Ca_002;Ca_046;Ca_004;Ca_009;Ca_048;Ca_047;Ca_005;Ca_007;Ca_008;Ca_052;Ca_054;Ca_001
C2H4@CaO_OH2,Ca,427.13,1,Ca_006
C2H4@CaO_OH2,Ca,427.46,3,Ca_015;Ca_014;Ca_039
C2H4@CaO_OH2,Ca,427.47,7,Ca_043;Ca_041;Ca_038;Ca_042;Ca_045;Ca_044;Ca_040
C2H4@CaO_OH2,Ca,427.48,4,Ca_037;Ca_016;Ca_010;Ca_011
C2H4@CaO_OH2,Ca,427.49,4,Ca_012;Ca_017;Ca_018;Ca_013
C2H4@CaO_OH2,O,540.85,3,O_057;O_108;O_056
C2H4@CaO_OH2,O,540.86,14,O_063;O_105;O_103;O_060;O_102;O_061;O_101;O_104;O_100;O_059;O_107;O_062;O_058;O_106
C2H4@CaO_OH2,O,540.87,1,O_055
C2H4@CaO_OH2,O,541.01,1,O_090
C2H4@CaO_OH2,O,541.02,17,O_076;O_074;O_087;O_086;O_083;O_081;O_082;O_084;O_078;O_073;O_089;O_088;O_079;O_080;O_075;O_085;O_077
C2H4@CaO_OH2,O,542.37,1,O_123
C2H4@CaO_OH2,O,542.40,1,O_109
C2H4@CaO_OH2,O,542.41,5,O_124;O_111;O_110;O_119;O_118
C2H4@CaO_OH2,O,542.42,2,O_125;O_117
C2H4@CaO_OH2,O,542.43,2,O_121;O_120
C2H4@CaO_OH2,O,542.44,2,O_122;O_115
C2H4@CaO_OH2,O,542.45,3,O_112;O_126;O_114
C2H4@CaO_OH2,O,542.46,1,O_113
C2H4@CaO_OH2,O,542.54,1,O_095
C2H4@CaO_OH2,O,542.55,1,O_098
C2H4@CaO_OH2,O,542.58,2,O_066;O_116
C2H4@CaO_OH2,O,542.62,1,O_069
C2H4@CaO_OH2,O,542.63,7,O_068;O_093;O_092;O_099;O_065;O_071;O_096
C2H4@CaO_OH2,O,542.64,2,O_072;O_064
C2H4@CaO_OH2,O,542.65,4,O_067;O_094;O_091;O_070
C2H4@CaO_OH2,O,542.66,1,O_097
C2H4@CaO_OH2,C,292.05,1,C_171
C2H4@CaO_OH2,C,292.06,1,C_173
C2H4@CaO_OH2,C,292.08,1,C_172
C2H4@CaO_OH2,C,292.14,1,C_174
C2H4O@Ca,Ca,426.45,3,Ca_049;Ca_051;Ca_002
C2H4O@Ca,Ca,426.46,2,Ca_050;Ca_005
C2H4O@Ca,Ca,426.47,3,Ca_046;Ca_003;Ca_001
C2H4O@Ca,Ca,426.48,2,Ca_008;Ca_052
C2H4O@Ca,Ca,426.49,1,Ca_048
C2H4O@Ca,Ca,426.50,6,Ca_006;Ca_004;Ca_009;Ca_047;Ca_007;Ca_054
C2H4O@Ca,Ca,426.51,1,Ca_053
C2H4O@Ca,Ca,426.52,2,Ca_028;Ca_023
C2H4O@Ca,Ca,426.53,6,Ca_029;Ca_027;Ca_026;Ca_036;Ca_022;Ca_024
C2H4O@Ca,Ca,426.54,5,Ca_035;Ca_031;Ca_034;Ca_025;Ca_030
C2H4O@Ca,Ca,426.55,5,Ca_019;Ca_021;Ca_033;Ca_032;Ca_020
C2H4O@Ca,Ca,426.76,2,Ca_012;Ca_042
C2H4O@Ca,Ca,426.81,1,Ca_045
C2H4O@Ca,Ca,426.82,1,Ca_018
C2H4O@Ca,Ca,426.91,4,Ca_043;Ca_041;Ca_010;Ca_011
C2H4O@Ca,Ca,426.92,8,Ca_037;Ca_017;Ca_014;Ca_016;Ca_038;Ca_013;Ca_044;Ca_040
C2H4O@Ca,Ca,426.99,2,Ca_015;Ca_039
C2H4O@Ca,O,541.70,2,O_068;O_067
C2H4O@Ca,C,291.45,2,C_058;C_056
C2H4O@Ca,C,292.89,2,C_057;C_055
C2H4O@CaH2,Ca,427.13,2,Ca_002;Ca_046
C2H4O@CaH2,Ca,427.21,2,Ca_006;Ca_024
C2H4O@CaH2,Ca,427.22,1,Ca_014
C2H4O@CaH2,Ca,427.23,4,Ca_043;Ca_026;Ca_018;Ca_030
C2H4O@CaH2,Ca,427.24,3,Ca_022;Ca_008;Ca_034
C2H4O@CaH2,Ca,427.25,3,Ca_041;Ca_033;Ca_013
C2H4O@CaH2,Ca,427.26,2,Ca_032;Ca_020
C2H4O@CaH2,Ca,427.27,3,Ca_027;Ca_028;Ca_025
C2H4O@CaH2,Ca,427.28,2,Ca_009;Ca_039
C2H4O@CaH2,Ca,427.29,2,Ca_017;Ca_021
C2H4O@CaH2,Ca,427.30,2,Ca_029;Ca_023
C2H4O@CaH2,Ca,427.32,2,Ca_019;Ca_031
C2H4O@CaH2,Ca,427.33,2,Ca_003;Ca_001
C2H4O@CaH2,Ca,427.34,7,Ca_037;Ca_016;Ca_010;Ca_047;Ca_011;Ca_045;Ca_040
C2H4O@CaH2,Ca,427.35,1,Ca_005
C2H4O@CaH2,Ca,427.36,3,Ca_004;Ca_048;Ca_044
C2H4O@CaH2,Ca,427.37,4,Ca_035;Ca_036;Ca_007;Ca_042
C2H4O@CaH2,Ca,427.38,1,Ca_015
C2H4O@CaH2,Ca,427.39,1,Ca_012
C2H4O@CaH2,Ca,427.40,1,Ca_038
C2H4O@CaH2,C,293.13,2,C_156;C_154
C2H4O@CaH2,C,293.14,2,C_155;C_153
C2H4O@CaH2,O,541.52,2,O_158;O_157
C2H4O@CaO,Ca,426.63,4,Ca_053;Ca_009;Ca_007;Ca_054
C2H4O@CaO,Ca,426.66,4,Ca_050;Ca_051;Ca_003;Ca_001
C2H4O@CaO,Ca,426.71,4,Ca_006;Ca_004;Ca_048;Ca_047
C2H4O@CaO,Ca,426.72,2,Ca_049;Ca_002
C2H4O@CaO,Ca,426.73,2,Ca_046;Ca_005
C2H4O@CaO,Ca,426.74,2,Ca_008;Ca_052
C2H4O@CaO,Ca,426.80,2,Ca_018;Ca_045
C2H4O@CaO,Ca,426.92,2,Ca_027;Ca_036
C2H4O@CaO,Ca,426.93,2,Ca_012;Ca_042
C2H4O@CaO,Ca,426.95,4,Ca_021;Ca_033;Ca_024;Ca_030
C2H4O@CaO,Ca,426.96,8,Ca_026;Ca_019;Ca_035;Ca_031;Ca_032;Ca_034;Ca_020;Ca_025
C2H4O@CaO,Ca,426.97,4,Ca_029;Ca_028;Ca_023;Ca_022
C2H4O@CaO,Ca,427.12,4,Ca_041;Ca_010;Ca_011;Ca_040
C2H4O@CaO,Ca,427.15,4,Ca_043;Ca_017;Ca_016;Ca_044
C2H4O@CaO,Ca,427.19,6,Ca_037;Ca_015;Ca_014;Ca_038;Ca_013;Ca_039
C2H4O@CaO,O,539.51,4,O_066;O_096;O_064;O_095
C2H4O@CaO,O,539.65,4,O_098;O_072;O_099;O_070
C2H4O@CaO,O,539.81,4,O_093;O_067;O_092;O_069
C2H4O@CaO,O,539.83,2,O_094;O_065
C2H4O@CaO,O,539.88,2,O_097;O_071
C2H4O@CaO,O,539.89,2,O_068;O_091
C2H4O@CaO,O,540.09,2,O_063;O_108
C2H4O@CaO,O,540.22,2,O_060;O_102
C2H4O@CaO,O,540.23,6,O_057;O_105;O_061;O_107;O_062;O_106
C2H4O@CaO,O,540.24,4,O_103;O_056;O_055;O_104
C2H4O@CaO,O,540.25,4,O_101;O_100;O_059;O_058
C2H4O@CaO,O,540.28,2,O_084;O_078
C2H4O@CaO,O,540.29,6,O_081;O_082;O_088;O_080;O_077;O_090
C2H4O@CaO,O,540.31,4,O_076;O_087;O_083;O_075
C2H4O@CaO,O,540.32,6,O_074;O_086;O_073;O_089;O_079;O_085
C2H4O@CaO,O,541.33,2,O_110;O_109
C2H4O@CaO,C,293.08,2,C_113;C_111
C2H4O@CaO,C,293.09,2,C_114;C_112
C2H4O@CaO_OH2,Ca,427.11,2,Ca_029;Ca_032
C2H4O@CaO_OH2,Ca,427.12,10,Ca_028;Ca_035;Ca_023;Ca_021;Ca_036;Ca_031;Ca_033;Ca_034;Ca_020;Ca_030
C2H4O@CaO_OH2,Ca,427.13,5,Ca_027;Ca_026;Ca_019;Ca_022;Ca_024
C2H4O@CaO_OH2,Ca,427.14,1,Ca_025
C2H4O@CaO_OH2,Ca,427.16,1,Ca_003
C2H4O@CaO_OH2,Ca,427.18,1,Ca_050
C2H4O@CaO_OH2,Ca,427.19,10,Ca_049;Ca_051;Ca_002;Ca_004;Ca_009;Ca_047;Ca_005;Ca_007;Ca_008;Ca_001
C2H4O@CaO_OH2,Ca,427.20,4,Ca_046;Ca_048;Ca_052;Ca_054
C2H4O@CaO_OH2,Ca,427.21,1,Ca_006
C2H4O@CaO_OH2,Ca,427.22,1,Ca_053
C2H4O@CaO_OH2,Ca,427.57,1,Ca_015
C2H4O@CaO_OH2,Ca,427.61,1,Ca_012
C2H4O@CaO_OH2,Ca,427.62,2,Ca_016;Ca_038
C2H4O@CaO_OH2,Ca,427.63,3,Ca_041;Ca_010;Ca_011
C2H4O@CaO_OH2,Ca,427.64,6,Ca_043;Ca_017;Ca_018;Ca_042;Ca_013;Ca_039
C2H4O@CaO_OH2,Ca,427.65,2,Ca_037;Ca_040
C2H4O@CaO_OH2,Ca,427.66,3,Ca_014;Ca_045;Ca_044
C2H4O@CaO_OH2,O,540.77,1,O_102
C2H4O@CaO_OH2,O,540.78,1,O_101
C2H4O@CaO_OH2,O,540.79,4,O_057;O_105;O_104;O_059
C2H4O@CaO_OH2,O,540.80,9,O_063;O_103;O_061;O_108;O_056;O_100;O_107;O_062;O_058
C2H4O@CaO_OH2,O,540.81,3,O_060;O_055;O_106
C2H4O@CaO_OH2,O,540.94,1,O_077
C2H4O@CaO_OH2,O,540.95,5,O_076;O_074;O_078;O_079;O_080
C2H4O@CaO_OH2,O,540.96,9,O_087;O_086;O_083;O_081;O_084;O_073;O_089;O_075;O_090
C2H4O@CaO_OH2,O,540.97,3,O_082;O_088;O_085
C2H4O@CaO_OH2,O,541.25,1,O_128
C2H4O@CaO_OH2,O,541.36,1,O_127
C2H4O@CaO_OH2,O,542.04,1,O_113
C2H4O@CaO_OH2,O,542.19,1,O_123
C2H4O@CaO_OH2,O,542.39,1,O_116
C2H4O@CaO_OH2,O,542.41,1,O_095
C2H4O@CaO_OH2,O,542.49,1,O_125
C2H4O@CaO_OH2,O,542.50,2,O_111;O_092
C2H4O@CaO_OH2,O,542.51,1,O_124
C2H4O@CaO_OH2,O,542.52,1,O_069
C2H4O@CaO_OH2,O,542.53,2,O_126;O_109
C2H4O@CaO_OH2,O,542.54,3,O_122;O_119;O_118
C2H4O@CaO_OH2,O,542.55,4,O_112;O_120;O_094;O_114
C2H4O@CaO_OH2,O,542.56,5,O_121;O_115;O_066;O_096;O_117
C2H4O@CaO_OH2,O,542.57,2,O_097;O_072
C2H4O@CaO_OH2,O,542.58,3,O_093;O_099;O_091
C2H4O@CaO_OH2,O,542.59,2,O_070;O_071
C2H4O@CaO_OH2,O,542.60,2,O_068;O_067
C2H4O@CaO_OH2,O,542.61,2,O_110;O_065
C2H4O@CaO_OH2,O,542.62,1,O_064
C2H4O@CaO_OH2,O,542.63,1,O_098
C2H4O@CaO_OH2,C,293.16,1,C_176
C2H4O@CaO_OH2,C,293.27,1,C_174
C2H4O@CaO_OH2,C,293.50,1,C_175
C2H4O@CaO_OH2,C,293.66,1,C_173
C2H6@Ca,Ca,426.46,4,Ca_053;Ca_009;Ca_007;Ca_054
C2H6@Ca,Ca,426.47,13,Ca_006;Ca_050;Ca_049;Ca_051;Ca_002;Ca_046;Ca_003;Ca_004;Ca_048;Ca_047;Ca_005;Ca_008;Ca_001
C2H6@Ca,Ca,426.48,1,Ca_052
C2H6@Ca,Ca,426.54,18,Ca_029;Ca_027;Ca_026;Ca_019;Ca_028;Ca_035;Ca_023;Ca_021;Ca_036;Ca_031;Ca_022;Ca_033;Ca_032;Ca_034;Ca_020;Ca_024;Ca_025;Ca_030
C2H6@Ca,Ca,426.89,2,Ca_018;Ca_045
C2H6@Ca,Ca,426.91,2,Ca_015;Ca_039
C2H6@Ca,Ca,426.92,8,Ca_037;Ca_041;Ca_017;Ca_016;Ca_010;Ca_038;Ca_013;Ca_044
C2H6@Ca,Ca,426.93,6,Ca_043;Ca_012;Ca_014;Ca_042;Ca_011;Ca_040
C2H6@Ca,C,293.13,2,C_057;C_055
C2H6@Ca,C,293.37,2,C_058;C_056
C2H6@CaH2,Ca,427.03,1,Ca_037
C2H6@CaH2,Ca,427.04,2,Ca_012;Ca_040
C2H6@CaH2,Ca,427.05,11,Ca_002;Ca_003;Ca_004;Ca_010;Ca_038;Ca_009;Ca_048;Ca_047;Ca_045;Ca_039;Ca_001
C2H6@CaH2,Ca,427.06,1,Ca_011
C2H6@CaH2,Ca,427.08,1,Ca_046
C2H6@CaH2,Ca,427.20,9,Ca_027;Ca_019;Ca_028;Ca_017;Ca_021;Ca_022;Ca_032;Ca_020;Ca_024
C2H6@CaH2,Ca,427.21,6,Ca_029;Ca_026;Ca_023;Ca_031;Ca_018;Ca_025
C2H6@CaH2,Ca,427.22,2,Ca_008;Ca_030
C2H6@CaH2,Ca,427.23,3,Ca_041;Ca_014;Ca_033
C2H6@CaH2,Ca,427.24,8,Ca_043;Ca_006;Ca_035;Ca_016;Ca_005;Ca_007;Ca_034;Ca_044
C2H6@CaH2,Ca,427.25,4,Ca_015;Ca_036;Ca_042;Ca_013
C2H6@CaH2,C,293.86,1,C_159
C2H6@CaH2,C,293.89,1,C_157
C2H6@CaH2,C,294.02,1,C_160
C2H6@CaH2,C,294.04,1,C_158
C2H6@CaO,Ca,427.04,8,Ca_006;Ca_046;Ca_009;Ca_048;Ca_005;Ca_008;Ca_052;Ca_054
C2H6@CaO,Ca,427.05,6,Ca_053;Ca_049;Ca_051;Ca_002;Ca_003;Ca_007
C2H6@CaO,Ca,427.06,4,Ca_050;Ca_004;Ca_047;Ca_001
C2H6@CaO,Ca,427.14,6,Ca_029;Ca_021;Ca_022;Ca_033;Ca_024;Ca_030
C2H6@CaO,Ca,427.15,12,Ca_027;Ca_026;Ca_019;Ca_028;Ca_035;Ca_023;Ca_036;Ca_031;Ca_032;Ca_034;Ca_020;Ca_025
C2H6@CaO,Ca,427.31,4,Ca_038;Ca_011;Ca_013;Ca_040
C2H6@CaO,Ca,427.32,6,Ca_043;Ca_037;Ca_041;Ca_017;Ca_014;Ca_010
C2H6@CaO,Ca,427.34,2,Ca_016;Ca_044
C2H6@CaO,Ca,427.36,2,Ca_012;Ca_042
C2H6@CaO,Ca,427.48,2,Ca_015;Ca_039
C2H6@CaO,Ca,427.52,2,Ca_018;Ca_045
C2H6@CaO,O,540.00,2,O_068;O_091
C2H6@CaO,O,540.01,4,O_097;O_094;O_065;O_071
C2H6@CaO,O,540.05,2,O_093;O_069
C2H6@CaO,O,540.06,2,O_067;O_092
C2H6@CaO,O,540.08,2,O_066;O_096
C2H6@CaO,O,540.12,4,O_072;O_099;O_064;O_095
C2H6@CaO,O,540.13,2,O_098;O_070
C2H6@CaO,O,540.72,2,O_103;O_056
C2H6@CaO,O,540.73,4,O_100;O_059;O_062;O_106
C2H6@CaO,O,540.74,2,O_055;O_104
C2H6@CaO,O,540.75,6,O_057;O_105;O_061;O_101;O_107;O_058
C2H6@CaO,O,540.77,2,O_060;O_102
C2H6@CaO,O,540.78,2,O_063;O_108
C2H6@CaO,O,540.83,4,O_087;O_084;O_078;O_075
C2H6@CaO,O,540.84,2,O_081;O_090
C2H6@CaO,O,540.85,12,O_076;O_074;O_086;O_083;O_082;O_073;O_089;O_088;O_079;O_080;O_085;O_077
C2H6@CaO,C,293.93,2,C_109;C_111
C2H6@CaO,C,293.96,2,C_110;C_112
C2H6@CaO_OH2,Ca,427.01,18,Ca_029;Ca_027;Ca_026;Ca_019;Ca_028;Ca_035;Ca_023;Ca_021;Ca_036;Ca_031;Ca_022;Ca_033;Ca_032;Ca_034;Ca_020;Ca_024;Ca_025;Ca_030
C2H6@CaO_OH2,Ca,427.09,1,Ca_006
C2H6@CaO_OH2,Ca,427.11,8,Ca_002;Ca_003;Ca_004;Ca_009;Ca_005;Ca_007;Ca_008;Ca_001
C2H6@CaO_OH2,Ca,427.12,1,Ca_053
C2H6@CaO_OH2,Ca,427.13,8,Ca_050;Ca_049;Ca_051;Ca_046;Ca_048;Ca_047;Ca_052;Ca_054
C2H6@CaO_OH2,Ca,427.45,1,Ca_014
C2H6@CaO_OH2,Ca,427.46,8,Ca_012;Ca_015;Ca_017;Ca_016;Ca_038;Ca_018;Ca_042;Ca_011
C2H6@CaO_OH2,Ca,427.47,9,Ca_043;Ca_037;Ca_041;Ca_010;Ca_013;Ca_045;Ca_039;Ca_044;Ca_040
C2H6@CaO_OH2,O,540.86,11,O_063;O_105;O_103;O_102;O_108;O_056;O_104;O_100;O_107;O_062;O_058
C2H6@CaO_OH2,O,540.87,7,O_057;O_060;O_061;O_101;O_055;O_059;O_106
C2H6@CaO_OH2,O,541.02,18,O_076;O_074;O_087;O_086;O_083;O_081;O_082;O_084;O_078;O_073;O_089;O_088;O_079;O_080;O_075;O_085;O_077;O_090
C2H6@CaO_OH2,O,542.41,4,O_111;O_110;O_114;O_109
C2H6@CaO_OH2,O,542.42,1,O_117
C2H6@CaO_OH2,O,542.43,6,O_122;O_115;O_124;O_126;O_119;O_125
C2H6@CaO_OH2,O,542.44,2,O_112;O_118
C2H6@CaO_OH2,O,542.45,1,O_121
C2H6@CaO_OH2,O,542.54,1,O_072
C2H6@CaO_OH2,O,542.56,1,O_113
C2H6@CaO_OH2,O,542.57,1,O_116
C2H6@CaO_OH2,O,542.58,1,O_120
C2H6@CaO_OH2,O,542.60,1,O_098
C2H6@CaO_OH2,O,542.62,4,O_068;O_123;O_065;O_064
C2H6@CaO_OH2,O,542.63,2,O_066;O_071
C2H6@CaO_OH2,O,542.64,2,O_067;O_069
C2H6@CaO_OH2,O,542.65,5,O_093;O_092;O_099;O_070;O_096
C2H6@CaO_OH2,O,542.66,3,O_097;O_094;O_091
C2H6@CaO_OH2,O,542.67,1,O_095
C2H6@CaO_OH2,C,293.94,1,C_177
C2H6@CaO_OH2,C,293.96,2,C_178;C_175
C2H6@CaO_OH2,C,293.97,1,C_176
C3H6@Ca,Ca,426.47,4,Ca_051;Ca_003;Ca_009;Ca_054
C3H6@Ca,Ca,426.48,14,Ca_053;Ca_006;Ca_050;Ca_049;Ca_002;Ca_046;Ca_004;Ca_048;Ca_047;Ca_005;Ca_007;Ca_008;Ca_052;Ca_001
C3H6@Ca,Ca,426.54,18,Ca_029;Ca_027;Ca_026;Ca_019;Ca_028;Ca_035;Ca_023;Ca_021;Ca_036;Ca_031;Ca_022;Ca_033;Ca_032;Ca_034;Ca_020;Ca_024;Ca_025;Ca_030
C3H6@Ca,Ca,426.83,1,Ca_045
C3H6@Ca,Ca,426.84,1,Ca_018
C3H6@Ca,Ca,426.88,2,Ca_043;Ca_017
C3H6@Ca,Ca,426.89,4,Ca_012;Ca_015;Ca_042;Ca_039
C3H6@Ca,Ca,426.91,2,Ca_016;Ca_044
C3H6@Ca,Ca,426.92,3,Ca_037;Ca_041;Ca_014
C3H6@Ca,Ca,426.93,5,Ca_010;Ca_038;Ca_011;Ca_013;Ca_040
C3H6@Ca,C,291.83,2,C_071;C_068
C3H6@Ca,C,291.91,2,C_069;C_072
C3H6@Ca,C,293.24,2,C_067;C_070
C3H6@CaH2,Ca,427.02,1,Ca_010
C3H6@CaH2,Ca,427.05,2,Ca_037;Ca_001
C3H6@CaH2,Ca,427.06,2,Ca_011;Ca_045
C3H6@CaH2,Ca,427.07,3,Ca_046;Ca_009;Ca_040
C3H6@CaH2,Ca,427.09,1,Ca_039
C3H6@CaH2,Ca,427.10,1,Ca_012
C3H6@CaH2,Ca,427.11,2,Ca_038;Ca_047
C3H6@CaH2,Ca,427.12,1,Ca_002
C3H6@CaH2,Ca,427.13,2,Ca_004;Ca_048
C3H6@CaH2,Ca,427.15,2,Ca_003;Ca_033
C3H6@CaH2,Ca,427.26,3,Ca_006;Ca_013;Ca_024
C3H6@CaH2,Ca,427.27,4,Ca_027;Ca_026;Ca_021;Ca_022
C3H6@CaH2,Ca,427.28,8,Ca_015;Ca_014;Ca_023;Ca_008;Ca_032;Ca_020;Ca_044;Ca_025
C3H6@CaH2,Ca,427.29,7,Ca_029;Ca_028;Ca_017;Ca_031;Ca_007;Ca_034;Ca_030
C3H6@CaH2,Ca,427.30,5,Ca_043;Ca_019;Ca_016;Ca_018;Ca_005
C3H6@CaH2,Ca,427.31,1,Ca_041
C3H6@CaH2,Ca,427.32,1,Ca_035
C3H6@CaH2,Ca,427.33,1,Ca_036
C3H6@CaH2,Ca,427.34,1,Ca_042
C3H6@CaH2,C,292.07,1,C_158
C3H6@CaH2,C,292.24,1,C_161
C3H6@CaH2,C,292.35,2,C_159;C_162
C3H6@CaH2,C,293.93,1,C_157
C3H6@CaH2,C,293.97,1,C_160
C3H6@CaO,Ca,427.00,2,Ca_009;Ca_054
C3H6@CaO,Ca,427.02,4,Ca_050;Ca_051;Ca_003;Ca_001
C3H6@CaO,Ca,427.03,4,Ca_053;Ca_046;Ca_005;Ca_007
C3H6@CaO,Ca,427.04,7,Ca_006;Ca_049;Ca_004;Ca_048;Ca_047;Ca_008;Ca_052
C3H6@CaO,Ca,427.05,1,Ca_002
C3H6@CaO,Ca,427.14,2,Ca_027;Ca_036
C3H6@CaO,Ca,427.15,16,Ca_029;Ca_026;Ca_019;Ca_028;Ca_035;Ca_023;Ca_021;Ca_031;Ca_022;Ca_033;Ca_032;Ca_034;Ca_020;Ca_024;Ca_025;Ca_030
C3H6@CaO,Ca,427.16,2,Ca_018;Ca_045
C3H6@CaO,Ca,427.26,4,Ca_037;Ca_014;Ca_011;Ca_040
C3H6@CaO,Ca,427.27,4,Ca_041;Ca_010;Ca_038;Ca_013
C3H6@CaO,Ca,427.29,4,Ca_015;Ca_016;Ca_039;Ca_044
C3H6@CaO,Ca,427.32,2,Ca_043;Ca_017
C3H6@CaO,Ca,427.38,2,Ca_012;Ca_042
C3H6@CaO,O,539.97,2,O_068;O_091
C3H6@CaO,O,539.98,4,O_097;O_094;O_065;O_071
C3H6@CaO,O,539.99,2,O_093;O_069
C3H6@CaO,O,540.00,2,O_067;O_092
C3H6@CaO,O,540.04,2,O_098;O_070
C3H6@CaO,O,540.05,2,O_072;O_099
C3H6@CaO,O,540.07,2,O_066;O_096
C3H6@CaO,O,540.10,2,O_064;O_095
C3H6@CaO,O,540.69,2,O_063;O_108
C3H6@CaO,O,540.70,6,O_103;O_101;O_056;O_100;O_059;O_058
C3H6@CaO,O,540.71,6,O_060;O_102;O_055;O_104;O_062;O_106
C3H6@CaO,O,540.72,4,O_057;O_105;O_061;O_107
C3H6@CaO,O,540.81,2,O_081;O_090
