System,Atom,BE,N
THFn@CaO,Ca,426,4
THFn@CaO,Ca,426.03,2
THFn@CaO,Ca,426.06,2
THFn@CaO,Ca,426.07,6
THFn@CaO,Ca,426.12,2
THFn@CaO,Ca,426.29,2
THFn@CaO,Ca,426.3,2
THFn@CaO,Ca,426.46,4
THFn@CaO,Ca,426.61,2
THFn@CaO,Ca,426.66,4
THFn@CaO,Ca,426.69,2
THFn@CaO,Ca,426.82,4
THFn@CaO,Ca,427.15,2
THFn@CaO,O,539.15,2
THFn@CaO,O,539.35,4
THFn@CaO,O,539.36,2
THFn@CaO,O,539.43,4
THFn@CaO,O,539.45,2
THFn@CaO,O,539.47,6
THFn@CaO,O,539.48,4
THFn@CaO,O,539.5,2
THFn@CaO,O,539.51,2
THFn@CaO,O,539.52,6
THFn@CaO,O,539.57,2
THFn@CaO,O,539.58,4
THFn@CaO,O,539.64,2
THFn@CaO,O,539.67,6
THFn@CaO,O,539.68,2
THFn@CaO,O,540.98,2
THFn@CaO,O,540.99,2
THFn@CaO,O,541.47,2
THFn@CaO,O,541.48,2
THFn@CaO,O,544.19,2
THFn@CaO,C,293.18,4
THFn@CaO,C,293.19,4
THFn@CaO,C,294.1,4
THFn@CaO,C,294.97,4
THFn@Ca,C,293.61,4
THFn@Ca,C,294.05,2
THFn@Ca,C,294.06,2
THFn@Ca,C,295.1,2
THFn@Ca,C,295.12,2
THFn@Ca,C,295.31,4
THFn@Ca,Ca,426.44,4
THFn@Ca,Ca,426.45,4
THFn@Ca,Ca,426.47,6
THFn@Ca,Ca,426.48,3
THFn@Ca,Ca,426.49,2
THFn@Ca,Ca,426.5,2
THFn@Ca,Ca,426.51,3
THFn@Ca,Ca,426.52,3
THFn@Ca,Ca,426.53,9
THFn@Ca,Ca,426.84,6
THFn@Ca,Ca,426.88,4
THFn@Ca,Ca,426.89,2
THFn@Ca,Ca,426.9,2
THFn@Ca,Ca,426.91,2
THFn@Ca,Ca,426.97,1
THFn@Ca,Ca,426.98,1
THFn@Ca,O,543.7,2
THFn@Ca,O,543.72,2
THFn@Ca,O,544.72,2
