System,Atom,Value,N_Atoms,Atom_indices
CaH2_slab/3,Ca,132.98,16,Ca_017;Ca_018;Ca_019;Ca_020;Ca_021;Ca_022;Ca_023;Ca_024;Ca_025;Ca_026;Ca_027;Ca_028;Ca_029;Ca_030;Ca_031;Ca_032
CaH2_slab/3,Ca,133.05,16,Ca_005;Ca_006;Ca_007;Ca_008;Ca_013;Ca_014;Ca_015;Ca_016;Ca_033;Ca_034;Ca_035;Ca_036;Ca_041;Ca_042;Ca_043;Ca_044
CaH2_slab/3,Ca,133.76,10,Ca_002;Ca_003;Ca_004;Ca_010;Ca_012;Ca_037;Ca_038;Ca_039;Ca_045;Ca_047
CaH2_slab/3,Ca,133.77,6,Ca_001;Ca_009;Ca_011;Ca_040;Ca_046;Ca_048
CaH2_slab/4,Ca,132.96,14,Ca_017;Ca_018;Ca_019;Ca_020;Ca_025;Ca_026;Ca_028;Ca_037;Ca_038;Ca_039;Ca_040;Ca_045;Ca_047;Ca_048
CaH2_slab/4,Ca,132.97,2,Ca_027;Ca_046
CaH2_slab/4,Ca,133.00,16,Ca_021;Ca_022;Ca_023;Ca_024;Ca_029;Ca_030;Ca_031;Ca_032;Ca_033;Ca_034;Ca_035;Ca_036;Ca_041;Ca_042;Ca_043;Ca_044
CaH2_slab/4,Ca,133.06,16,Ca_005;Ca_006;Ca_007;Ca_008;Ca_013;Ca_014;Ca_015;Ca_016;Ca_049;Ca_050;Ca_051;Ca_052;Ca_057;Ca_058;Ca_059;Ca_060
CaH2_slab/4,Ca,133.76,14,Ca_001;Ca_002;Ca_003;Ca_004;Ca_009;Ca_010;Ca_012;Ca_053;Ca_054;Ca_055;Ca_056;Ca_061;Ca_063;Ca_064
CaH2_slab/4,Ca,133.77,2,Ca_011;Ca_062
CaH2_slab/5,Ca,132.95,16,Ca_021;Ca_022;Ca_023;Ca_024;Ca_029;Ca_030;Ca_031;Ca_032;Ca_049;Ca_050;Ca_051;Ca_052;Ca_057;Ca_058;Ca_059;Ca_060
CaH2_slab/5,Ca,132.97,16,Ca_033;Ca_034;Ca_035;Ca_036;Ca_037;Ca_038;Ca_039;Ca_040;Ca_041;Ca_042;Ca_043;Ca_044;Ca_045;Ca_046;Ca_047;Ca_048
CaH2_slab/5,Ca,132.99,10,Ca_018;Ca_019;Ca_020;Ca_026;Ca_028;Ca_053;Ca_054;Ca_055;Ca_061;Ca_063
CaH2_slab/5,Ca,133.00,6,Ca_017;Ca_025;Ca_027;Ca_056;Ca_062;Ca_064
CaH2_slab/5,Ca,133.08,2,Ca_015;Ca_074
CaH2_slab/5,Ca,133.09,14,Ca_005;Ca_006;Ca_007;Ca_008;Ca_013;Ca_014;Ca_016;Ca_065;Ca_066;Ca_067;Ca_068;Ca_073;Ca_075;Ca_076
CaH2_slab/5,Ca,133.77,2,Ca_010;Ca_079
CaH2_slab/5,Ca,133.78,14,Ca_001;Ca_002;Ca_003;Ca_004;Ca_009;Ca_011;Ca_012;Ca_069;Ca_070;Ca_071;Ca_072;Ca_077;Ca_078;Ca_080
CaH2_slab/6,Ca,132.95,16,Ca_033;Ca_034;Ca_035;Ca_036;Ca_041;Ca_042;Ca_043;Ca_044;Ca_053;Ca_054;Ca_055;Ca_056;Ca_061;Ca_062;Ca_063;Ca_064
CaH2_slab/6,Ca,132.98,32,Ca_021;Ca_022;Ca_023;Ca_024;Ca_029;Ca_030;Ca_031;Ca_032;Ca_037;Ca_038;Ca_039;Ca_040;Ca_045;Ca_046;Ca_047;Ca_048;Ca_049;Ca_050;Ca_051;Ca_052;Ca_057;Ca_058;Ca_059;Ca_060;Ca_065;Ca_066;Ca_067;Ca_068;Ca_073;Ca_074;Ca_075;Ca_076
CaH2_slab/6,Ca,133.02,16,Ca_017;Ca_018;Ca_019;Ca_020;Ca_025;Ca_026;Ca_027;Ca_028;Ca_069;Ca_070;Ca_071;Ca_072;Ca_077;Ca_078;Ca_079;Ca_080
CaH2_slab/6,Ca,133.11,16,Ca_005;Ca_006;Ca_007;Ca_008;Ca_013;Ca_014;Ca_015;Ca_016;Ca_081;Ca_082;Ca_083;Ca_084;Ca_089;Ca_090;Ca_091;Ca_092
CaH2_slab/6,Ca,133.80,16,Ca_001;Ca_002;Ca_003;Ca_004;Ca_009;Ca_010;Ca_011;Ca_012;Ca_085;Ca_086;Ca_087;Ca_088;Ca_093;Ca_094;Ca_095;Ca_096
CaH2_slab/7,Ca,132.97,16,Ca_037;Ca_038;Ca_039;Ca_040;Ca_045;Ca_046;Ca_047;Ca_048;Ca_065;Ca_066;Ca_067;Ca_068;Ca_073;Ca_074;Ca_075;Ca_076
CaH2_slab/7,Ca,132.99,32,Ca_033;Ca_034;Ca_035;Ca_036;Ca_041;Ca_042;Ca_043;Ca_044;Ca_049;Ca_050;Ca_051;Ca_052;Ca_053;Ca_054;Ca_055;Ca_056;Ca_057;Ca_058;Ca_059;Ca_060;Ca_061;Ca_062;Ca_063;Ca_064;Ca_069;Ca_070;Ca_071;Ca_072;Ca_077;Ca_078;Ca_079;Ca_080
CaH2_slab/7,Ca,133.01,10,Ca_021;Ca_022;Ca_023;Ca_029;Ca_031;Ca_082;Ca_083;Ca_084;Ca_090;Ca_092
CaH2_slab/7,Ca,133.02,6,Ca_024;Ca_030;Ca_032;Ca_081;Ca_089;Ca_091
CaH2_slab/7,Ca,133.05,16,Ca_017;Ca_018;Ca_019;Ca_020;Ca_025;Ca_026;Ca_027;Ca_028;Ca_085;Ca_086;Ca_087;Ca_088;Ca_093;Ca_094;Ca_095;Ca_096
CaH2_slab/7,Ca,133.14,16,Ca_005;Ca_006;Ca_007;Ca_008;Ca_013;Ca_014;Ca_015;Ca_016;Ca_097;Ca_098;Ca_099;Ca_100;Ca_105;Ca_106;Ca_107;Ca_108
CaH2_slab/7,Ca,133.82,14,Ca_001;Ca_002;Ca_003;Ca_004;Ca_009;Ca_010;Ca_012;Ca_101;Ca_102;Ca_103;Ca_104;Ca_109;Ca_111;Ca_112
CaH2_slab/7,Ca,133.83,2,Ca_011;Ca_110
CaH2_slab/8,Ca,132.97,16,Ca_049;Ca_050;Ca_051;Ca_052;Ca_057;Ca_058;Ca_059;Ca_060;Ca_069;Ca_070;Ca_071;Ca_072;Ca_077;Ca_078;Ca_079;Ca_080
CaH2_slab/8,Ca,132.98,16,Ca_037;Ca_038;Ca_039;Ca_040;Ca_045;Ca_046;Ca_047;Ca_048;Ca_081;Ca_082;Ca_083;Ca_084;Ca_089;Ca_090;Ca_091;Ca_092
CaH2_slab/8,Ca,132.99,13,Ca_053;Ca_054;Ca_056;Ca_061;Ca_062;Ca_063;Ca_064;Ca_067;Ca_068;Ca_073;Ca_074;Ca_075;Ca_076
CaH2_slab/8,Ca,133.00,19,Ca_033;Ca_034;Ca_035;Ca_036;Ca_041;Ca_042;Ca_043;Ca_044;Ca_055;Ca_065;Ca_066;Ca_085;Ca_086;Ca_087;Ca_088;Ca_093;Ca_094;Ca_095;Ca_096
CaH2_slab/8,Ca,133.03,16,Ca_021;Ca_022;Ca_023;Ca_024;Ca_029;Ca_030;Ca_031;Ca_032;Ca_097;Ca_098;Ca_099;Ca_100;Ca_105;Ca_106;Ca_107;Ca_108
CaH2_slab/8,Ca,133.06,10,Ca_018;Ca_019;Ca_020;Ca_026;Ca_028;Ca_101;Ca_102;Ca_103;Ca_109;Ca_111
CaH2_slab/8,Ca,133.07,6,Ca_017;Ca_025;Ca_027;Ca_104;Ca_110;Ca_112
CaH2_slab/8,Ca,133.15,16,Ca_005;Ca_006;Ca_007;Ca_008;Ca_013;Ca_014;Ca_015;Ca_016;Ca_113;Ca_114;Ca_115;Ca_116;Ca_121;Ca_122;Ca_123;Ca_124
CaH2_slab/8,Ca,133.83,6,Ca_004;Ca_010;Ca_012;Ca_117;Ca_125;Ca_127
CaH2_slab/8,Ca,133.84,10,Ca_001;Ca_002;Ca_003;Ca_009;Ca_011;Ca_118;Ca_119;Ca_120;Ca_126;Ca_128
CaO_OH2_slab/3,Ca,135.60,8,Ca_001;Ca_002;Ca_003;Ca_004;Ca_029;Ca_030;Ca_031;Ca_032
CaO_OH2_slab/3,Ca,135.68,8,Ca_009;Ca_010;Ca_011;Ca_012;Ca_021;Ca_022;Ca_023;Ca_024
CaO_OH2_slab/3,Ca,135.69,8,Ca_013;Ca_014;Ca_015;Ca_016;Ca_017;Ca_018;Ca_019;Ca_020
CaO_OH2_slab/3,Ca,136.51,8,Ca_005;Ca_006;Ca_007;Ca_008;Ca_025;Ca_026;Ca_027;Ca_028
CaO_OH2_slab/3,O,248.86,8,O_033;O_034;O_035;O_036;O_061;O_062;O_063;O_064
CaO_OH2_slab/3,O,249.04,8,O_041;O_042;O_043;O_044;O_053;O_054;O_055;O_056
CaO_OH2_slab/3,O,249.08,4,O_045;O_046;O_049;O_052
CaO_OH2_slab/3,O,249.09,4,O_047;O_048;O_050;O_051
CaO_OH2_slab/3,O,250.60,5,O_065;O_069;O_070;O_071;O_072
CaO_OH2_slab/3,O,250.61,3,O_066;O_067;O_068
CaO_OH2_slab/3,O,250.66,8,O_037;O_038;O_039;O_040;O_057;O_058;O_059;O_060
CaO_slab/3,Ca,133.87,8,Ca_001;Ca_002;Ca_003;Ca_004;Ca_021;Ca_022;Ca_023;Ca_024
CaO_slab/3,Ca,134.06,8,Ca_009;Ca_010;Ca_011;Ca_012;Ca_013;Ca_014;Ca_015;Ca_016
CaO_slab/3,Ca,134.52,8,Ca_005;Ca_006;Ca_007;Ca_008;Ca_017;Ca_018;Ca_019;Ca_020
CaO_slab/3,O,247.08,8,O_029;O_030;O_031;O_032;O_041;O_042;O_043;O_044
CaO_slab/3,O,247.41,8,O_033;O_034;O_035;O_036;O_037;O_038;O_039;O_040
CaO_slab/3,O,247.43,8,O_025;O_026;O_027;O_028;O_045;O_046;O_047;O_048
CaO_slab/4,Ca,134.04,8,Ca_001;Ca_002;Ca_003;Ca_004;Ca_029;Ca_030;Ca_031;Ca_032
CaO_slab/4,Ca,134.25,8,Ca_013;Ca_014;Ca_015;Ca_016;Ca_017;Ca_018;Ca_019;Ca_020
CaO_slab/4,Ca,134.27,8,Ca_009;Ca_010;Ca_011;Ca_012;Ca_021;Ca_022;Ca_023;Ca_024
CaO_slab/4,Ca,134.62,8,Ca_005;Ca_006;Ca_007;Ca_008;Ca_025;Ca_026;Ca_027;Ca_028
CaO_slab/4,O,247.18,8,O_037;O_038;O_039;O_040;O_057;O_058;O_059;O_060
CaO_slab/4,O,247.59,8,O_033;O_034;O_035;O_036;O_061;O_062;O_063;O_064
CaO_slab/4,O,247.63,3,O_046;O_050;O_051
CaO_slab/4,O,247.64,5,O_045;O_047;O_048;O_049;O_052
CaO_slab/4,O,247.65,8,O_041;O_042;O_043;O_044;O_053;O_054;O_055;O_056
CaO_slab/5,Ca,134.05,8,Ca_001;Ca_002;Ca_003;Ca_004;Ca_037;Ca_038;Ca_039;Ca_040
CaO_slab/5,Ca,134.40,8,Ca_013;Ca_014;Ca_015;Ca_016;Ca_025;Ca_026;Ca_027;Ca_028
CaO_slab/5,Ca,134.48,8,Ca_009;Ca_010;Ca_011;Ca_012;Ca_029;Ca_030;Ca_031;Ca_032
CaO_slab/5,Ca,134.54,16,Ca_005;Ca_006;Ca_007;Ca_008;Ca_017;Ca_018;Ca_019;Ca_020;Ca_021;Ca_022;Ca_023;Ca_024;Ca_033;Ca_034;Ca_035;Ca_036
CaO_slab/5,O,247.14,8,O_045;O_046;O_047;O_048;O_073;O_074;O_075;O_076
CaO_slab/5,O,247.73,8,O_041;O_042;O_043;O_044;O_077;O_078;O_079;O_080
CaO_slab/5,O,247.82,8,O_053;O_054;O_055;O_056;O_065;O_066;O_067;O_068
